lakecode,lakename,Latitude_dd,loglat,Longitude_dd,Longitude_standard,loglong,log_CONT,LONG_raw,long_log_cont,Elevation_m,logelev,SurfaceArea_km2,logSA,MeanDepth_m,logMD,airtemp_trend,AT_standardized,log_AT,precip_trend,PPT_standard,log_PPT,ID_slope,posneg,ID slope p,obs,TS_cat,CONT
WRS223,COLD LAKE,54.53806804,1.736699749,-110.0722695,29.7115077,1.47292469,-0.72105895,-19.89392338,-0.842298851,531,2.725094521,346.85,2.540141699,43.6,1.639486489,0.00325,0.15325,-0.814599517,-0.122222353,1.877777647,0.273644165,-0.307692308,Negative,0.308282609,30,26-35,WEST
KMS12,MOHONK,41.76333333,1.620795154,-74.15944444,65.62433276,1.817064901,0.67046243,16.01890168,0.783194959,380,2.579783597,0.069,-1.161150909,6.5,0.812913357,0.011067323,0.161067323,-0.792992559,0.05093254,2.05093254,0.311951376,-0.306020067,Negative,0.009557761,64,56-65,WEST
JK14,KUKKIA - PUUTIKKALA (3512),61.32826525,1.78766068,24.66871311,164.4524903,2.216040454,-0.417668433,-11.96014217,-0.417668433,86.6,1.937517892,43.4,1.63748973,16.3,1.212187604,0.027502371,0.177502371,-0.750795841,0.063584142,2.063584142,0.314622182,-0.302173913,Negative,0.05119343,57,56-65,EAST
JK44,UNARI,67.1645165,1.827139893,25.73162482,165.515402,2.218838413,-0.372170136,-10.89723046,-0.372170136,179.8,2.254789687,28.8,1.459392488,8.2,0.913813852,0.029092592,0.179092592,-0.746922378,0.081605185,2.081605185,0.318398361,-0.3,Negative,0.087581442,51,46-55,EAST
RB7,OSMAJARVI N,62.4183645,1.795312385,27.7416392,167.5254164,2.224080706,-0.286923925,-8.88721608,-0.286923925,79,1.897627091,4,0.602059991,9.6,0.982271233,0.000864197,0.150864197,-0.821413815,0.027230952,2.027230952,0.306903228,-0.285714286,Negative,0.017857707,70,66-75,EAST
JJM11,(BIG) LONG LAKE,45.75,1.660391098,-91.65,48.1337772,1.682449943,0.126150588,-1.471653881,0.147361732,373,2.571708832,13.32,1.124504225,7.92,0.898725182,0.028981481,0.178981481,-0.747191903,-0.055555,1.944445,0.288795663,-0.285714286,Negative,0.515680316,22,0,WEST
WRS236,EKAPO LAKE,50.32302423,1.701766733,-102.5724065,37.2113707,1.570675668,-0.325805586,-12.39406038,-0.380587012,587,2.768638101,4.28,0.631443769,3.5,0.544068044,0.030573476,0.180573476,-0.743346042,0.088731667,2.088731667,0.319882651,-0.280625,Negative,0.132054924,37,36-45,WEST
MICH03,GULL LAKE,42.39937879,1.627359494,-85.41073046,54.37304674,1.735383669,0.340186639,4.767615659,0.397386115,268.22,2.428491158,8.28,0.918030337,11.6,1.064457989,0.006794872,0.156794872,-0.804668145,0.06317,2.06317,0.314535014,-0.28,Negative,0.018435394,75,66-75,WEST
JK29,KORVUANJARVI,65.372416,1.815394536,28.6679415,168.4517187,2.226475446,-0.247982471,-7.96091378,-0.247982471,241.8,2.383456297,15.4,1.187520721,6,0.77815125,0.043645832,0.193645832,-0.712991846,0.123742632,2.123742632,0.327101885,-0.25,Negative,0.232427304,46,46-55,EAST
VSV39,LAKE TCHUDSKO-PSKOVSKOYE,58.42791667,1.766620401,27.48355062,167.2673278,2.223411119,-0.297812243,-9.14530466,-0.297812243,30,1.477121255,3560,3.551449998,7.1,0.851258349,-0.002546296,0.147453704,-0.831344314,0.1008444,2.1008444,0.322393887,-0.25,Negative,0.348088037,35,36-45,EAST
KMS23,CASSADAGA LOWER,42.34583333,1.626810684,-79.31722222,60.46655498,1.781515226,0.526718307,10.8611239,0.61528149,398,2.599883072,0.368,-0.434152181,2,0.301029996,0.040722221,0.190722221,-0.719598704,0.183376154,2.183376154,0.339128563,-0.25,Negative,0.523298052,34,26-35,WEST
JK07,KALMARINJARVI (1417),62.778865,1.79781346,24.99782492,164.7816021,2.216908721,-0.403549331,-11.63103036,-0.403549331,129.8,2.113274692,7.05,0.848189117,5.7,0.755874856,0.027502371,0.177502371,-0.750795841,0.146792932,2.146792932,0.331790157,-0.233031674,Negative,0.127887502,57,56-65,EAST
JK49,KUIVAJARVI,60.7853085,1.783798625,23.75298268,163.5367599,2.213615389,-0.457103009,-12.8758726,-0.457103009,96.6,1.984977126,8.2,0.913813852,7,0.84509804,0.027502371,0.177502371,-0.750795841,0.135000159,2.135000159,0.329397912,-0.230550285,Negative,0.150041776,57,56-65,EAST
JK46,PALOVESI,61.86,1.791409916,23.91,163.6937772,2.21403217,-0.450325631,-12.71885528,-0.450325631,96,1.982271233,25.5,1.40654018,9.6,0.982271233,0.03074074,0.18074074,-0.742943944,0.10479,2.10479,0.323208772,-0.227272727,Negative,0.147622129,50,46-55,EAST
EK10,LAKE VATIANJARVI (1423),62.46666667,1.795648332,25.88333333,165.6671105,2.219236298,-0.365700031,-10.74552195,-0.365700031,89,1.949390007,6,0.77815125,4,0.602059991,0.001856725,0.151856725,-0.818565971,0.135628361,2.135628361,0.32952568,-0.217391304,Negative,0.031062442,83,76-85,EAST
JK31,LENTUA,64.25122875,1.807881438,29.69352715,169.4773044,2.229111548,-0.20511617,-6.93532813,-0.20511617,167.9,2.225050696,77.8,1.890979597,7.4,0.86923172,0.02812937,0.17812937,-0.749264468,0.082404742,2.082404742,0.318565144,-0.217391304,Negative,0.076668514,57,56-65,EAST
RB9,SAIMAA S,61.08333333,1.785922729,28.26666667,168.0504439,2.225439664,-0.264825576,-8.36218861,-0.264825576,76,1.880813592,15,1.176091259,17,1.230448921,0.002083333,0.152083333,-0.817918378,-0.023412857,1.976587143,0.295915966,-0.216666667,Negative,0.004172499,83,76-85,EAST
GW240,ORSASJON,61.07247475,1.785845519,14.54801963,154.3317968,2.188455413,-0.866235545,-22.08083565,-0.866235545,159.9,2.203848464,52.827,1.722855948,17.3,1.238046103,0.01490196,0.16490196,-0.782774182,0.060877105,2.060877105,0.314052095,-0.214285714,Negative,0.143389412,58,56-65,EAST
GW512,GOUTA,65.61206525,1.816983708,15.5179385,155.3017157,2.191176254,-0.821991283,-21.11091678,-0.821991283,438.63333,2.642101629,31.5935,1.499597741,17.2,1.235528447,0.006001871,0.156001871,-0.806870193,0.086207974,2.086207974,0.319357601,-0.213525836,Negative,0.000662536,88,86-95,EAST
WRS370,RICE LAKE,51.03333333,1.707853936,-95.66666667,44.11711053,1.64460706,-0.026866057,-5.488320551,-0.031383355,250,2.397940009,4,0.602059991,7,0.84509804,-0.014861111,0.135138889,-0.869219656,-0.024445385,1.975554615,0.29568904,-0.211111111,Negative,0.821535654,16,0,WEST
JK24,SAANIJARVI (1403),63.4118875,1.80217068,25.604626,165.3884032,2.218505054,-0.377590969,-11.02422928,-0.377590969,114,2.056904851,12.6,1.100370545,1.96,0.292256071,0.027502371,0.177502371,-0.750795841,0.110663035,2.110663035,0.324418904,-0.208333333,Negative,0.202550931,57,56-65,EAST
KMS21,TITUS,44.72501172,1.650550463,-74.28241645,65.50136075,1.816250322,0.667168703,15.89592967,0.77934742,426,2.629409599,1.54,0.187520721,8.3,0.919078092,0.040117646,0.190117646,-0.720977572,0.41450351,2.41450351,0.382827841,-0.207142857,Negative,0.606942021,21,0,WEST
GW369,KALLSJON,63.56777875,1.803237036,12.97718981,152.760967,2.184012399,-0.938484485,-23.65166547,-0.938484485,380.525,2.580383195,156.3551,2.194112052,40.1,1.603144373,0.008958333,0.158958333,-0.7987167,0.056485306,2.056485306,0.313125611,-0.205128205,Negative,0.008116469,94,86-95,EAST
GW202,RUNN,60.53042075,1.781973693,15.65327723,155.4370544,2.191554558,-0.815839589,-20.97557805,-0.815839589,106.8,2.028571253,64.7024,1.81092039,8.3,0.919078092,0.011993589,0.161993589,-0.790502173,0.157475392,2.157475392,0.333945851,-0.201851852,Negative,0.027009157,81,76-85,EAST
JK28,KILPISJARVI,69.0253405,1.839008558,20.79261835,160.5763956,2.205681705,-0.586114589,-15.83623693,-0.586114589,472.8,2.674677468,37.3,1.571708832,19.5,1.290034611,0.027633333,0.177633333,-0.750475535,0.114705882,2.114705882,0.325249973,-0.2,Negative,0.09473019,55,46-55,EAST
EK13,LAKE NILAKKA (1429),63.13333333,1.80025872,26.55,166.3337772,2.22098045,-0.337337948,-10.07885528,-0.337337948,102,2.008600172,163,2.212187604,6,0.77815125,-0.000848485,0.149151515,-0.826372331,0.048451712,2.048451712,0.311425731,-0.2,Negative,0.285577708,48,46-55,EAST
KMS8,CHAUTAUQUA NORTH,42.17626112,1.625068077,-79.42896862,60.35480858,1.780711877,0.523469988,10.7493775,0.611486994,399,2.600972896,28.56,1.455758203,7.8,0.892094603,0.032099999,0.182099999,-0.739690057,0.058773793,2.058773793,0.313608631,-0.2,Negative,0.562745469,34,26-35,WEST
VSV21,LAKE SHIRA,54.50861111,1.736465116,90.20326894,229.9870461,2.361703375,1.950992023,53.57441366,1.950992023,390,2.591064607,32,1.505149978,11.9,1.075546961,0.039791666,0.189791666,-0.721722862,0.102963333,2.102963333,0.3228317,-0.2,Negative,0.692469882,22,0,EAST
RB51,LEPPASJARVI E,61.9178735,1.791816033,23.07758628,162.8613635,2.211818066,-0.486329719,-13.551269,-0.486329719,101,2.004321374,2,0.301029996,4.2,0.62324929,0.003628917,0.153628917,-0.813527031,0.124722147,2.124722147,0.327302145,-0.19375,Negative,0.619445324,33,26-35,EAST
JK03,LAKE NASIJARVI (3568),61.53,1.789086915,23.75,163.5337772,2.213607468,-0.457231815,-12.87885528,-0.457231815,95.4,1.979548375,256,2.408239965,13,1.113943352,0.01731884,0.16731884,-0.776455155,0.084888667,2.084888667,0.319082869,-0.193548387,Negative,0.195814255,63,56-65,EAST
DMR2,LAKE MONONA,43.06709696,1.634145598,-89.36644349,50.41733371,1.702579875,0.207545409,0.811902629,0.242442396,257.5,2.410777233,13.24,1.121887985,8.2,0.913813852,0.007145571,0.157145571,-0.803697855,0.057828235,2.057828235,0.313409122,-0.183941998,Negative,2.94E-05,113,96+,WEST
VSV29,LAKE TELETSKOYE,51.57168172,1.712411294,87.66884552,227.4526227,2.356890949,1.872735985,51.03999024,1.872735985,435,2.638489257,223,2.348304863,174,2.240549248,0.00515124,0.15515124,-0.809244749,0.136921479,2.136921479,0.329788564,-0.181818182,Negative,0.068856023,57,56-65,EAST
JK25,HAUKIVESI,62.11,1.793161529,28.61,168.3937772,2.226326039,-0.250412015,-8.01885528,-0.250412015,75.8,1.879669206,560,2.748188027,9.1,0.959041392,0.025868055,0.175868055,-0.754813039,0.111702721,2.111702721,0.32463278,-0.181818182,Negative,0.243258113,56,56-65,EAST
WRS213,BIG TROUT LAKE,53.78206909,1.730637506,-90.06008218,49.72369502,1.696563394,0.183217935,0.118263939,0.214024466,206,2.31386722,644.1,2.808953299,16,1.204119983,0.036474358,0.186474358,-0.729380879,-0.064592667,1.935407333,0.286772382,-0.181818182,Negative,0.357225054,39,36-45,WEST
WRS214,BIGWOOD LAKE,50.11316662,1.699951846,-91.89341213,47.89036507,1.680248148,0.117247692,-1.715066011,0.136961889,372,2.57054294,0.4,-0.397940009,4.3,0.633468456,0.016805555,0.166805555,-0.77778949,0.291045882,2.291045882,0.360033787,-0.181818182,Negative,0.819962684,18,0,WEST
GW592,JUKKASJARVI,67.82508,1.831390315,20.70512184,160.488899,2.205444998,-0.58996374,-15.92373344,-0.58996374,322.35,2.508327675,13.50505,1.130496196,9.6,0.982271233,0.010983245,0.160983245,-0.793219323,0.146031227,2.146031227,0.331636037,-0.181186869,Negative,2.54E-05,105,96+,EAST
VSV30,LAKE BOLSHIE CHANY,55.33,1.74296067,60.54,200.3237772,2.3017325,0.975790928,23.91114472,0.975790928,242,2.383815366,1990,3.298853076,2.2,0.342422681,0.007291666,0.157291666,-0.803294288,-0.031666667,1.968333333,0.294098647,-0.179487179,Negative,0.094267369,54,46-55,EAST
JK08,SUMMASJARVI (1419),62.64480075,1.796885032,25.38871454,165.1724917,2.21793772,-0.386816526,-11.24014074,-0.386816526,108.5,2.035429738,21.9,1.340444115,6.8,0.832508913,0.027502371,0.177502371,-0.750795841,0.129934206,2.129934206,0.328366188,-0.179144385,Negative,0.214973941,57,56-65,EAST
JK10,HANKAVESI - RAUTALAMPI (1436),62.5962525,1.796548334,26.74518901,166.5289662,2.221489786,-0.32905551,-9.88366627,-0.32905551,96.1,1.982723388,18.2,1.260071388,7.04,0.847572659,0.01731884,0.16731884,-0.776455155,0.091255652,2.091255652,0.320407128,-0.176470588,Negative,0.070300518,63,56-65,EAST
WRS322,LONG LAKE,62.46666667,1.795648332,-114.45,25.3337772,1.403699947,-1.000967274,-24.27165388,-1.169271369,196,2.292256071,1,0,2,0.301029996,0.009791667,0.159791667,-0.796445873,0.382121364,2.382121364,0.376963884,-0.176470588,Negative,0.231167941,40,36-45,WEST
KMS2,BRANT,43.71435174,1.640624042,-73.7056501,66.0781271,1.820057725,0.682563831,16.47269602,0.797331107,243,2.385606274,5.492,0.739730529,9.1,0.959041392,0.00860101,0.15860101,-0.799694051,0.111418086,2.111418086,0.324574237,-0.173913043,Negative,0.123075049,56,56-65,WEST
JK22,PAAJARVI - KARSTULA (1415),62.8555,1.798343285,24.72974853,164.5135257,2.21620161,-0.415047836,-11.89910675,-0.415047836,144.4,2.159567193,29.5,1.469822016,3.8,0.579783597,0.01731884,0.16731884,-0.776455155,0.0492775,2.0492775,0.311600772,-0.173913043,Negative,0.164956978,63,56-65,EAST
KMS9,CHAUTAUQUA SOUTH,42.11194444,1.624405295,-79.10222222,60.68155498,1.783056701,0.532951219,11.0761239,0.622562412,399,2.600972896,24.68,1.392345155,3.5,0.544068044,0.029264705,0.179264705,-0.746505209,-0.03269,1.96731,0.2938728,-0.166666667,Negative,0.552730195,34,26-35,WEST
WRS209,BEAR LAKE,55.18333333,1.74180793,-118.8833333,20.9004439,1.32015551,-1.338776884,-28.70498718,-1.563880778,660,2.819543936,33,1.51851394,4,0.602059991,0.009328002,0.159328002,-0.79770789,0.257207686,2.257207686,0.35357152,-0.15959253,Negative,0.390241397,36,36-45,WEST
KMS11,MIRROR,44.29089457,1.646314452,-73.98190169,65.80187551,1.818238272,0.675206923,16.19644443,0.788737198,565,2.752048448,0.518,-0.28567024,4.3,0.633468456,0.009487179,0.159487179,-0.797274224,0.096153846,2.096153846,0.321423154,-0.159090909,Negative,0.001357788,99,96+,WEST
EK3,LAKE KOLIMA (1405),63.2783635,1.801255239,25.75716897,165.5409462,2.218905433,-0.371080308,-10.87168631,-0.371080308,111,2.045322979,105,2.021189299,9,0.954242509,0.018840579,0.168840579,-0.772523167,0.115858636,2.115858636,0.325486648,-0.15625,Negative,0.42220858,42,36-45,EAST
WRS352,PICKLE LAKE,51.45,1.711385379,-90.21666667,49.56711053,1.695193603,0.177679224,-0.038320551,0.207554467,353,2.547774705,11,1.041392685,7,0.84509804,0.031785714,0.181785714,-0.74044025,-0.074378824,1.925621176,0.284570853,-0.153846154,Negative,0.614779069,23,0,WEST
NG1,LAKE BAIKAL,53.6631347,1.729676038,108.1884226,247.9721998,2.394402995,2.482728558,71.55956732,2.482728558,449,2.652246341,31967.85,4.504713429,738.7,2.868468099,0.011124031,0.161124031,-0.792839681,0.109444,2.109444,0.324168001,-0.148148148,Negative,0.001205878,107,96+,EAST
RB28,KUUHANKAVESI S,62.35119475,1.79484478,26.39597084,166.179748,2.220578096,-0.343880725,-10.23288444,-0.343880725,99,1.995635195,2,0.301029996,6.3,0.799340549,-0.00875,0.14125,-0.850011544,0.158185,2.158185,0.33408867,-0.142857143,Negative,0.663008094,39,36-45,EAST
WRS275,LAC BLOUIN,48.17561471,1.682827265,-77.74608617,62.03769103,1.792655626,0.571764205,12.43225995,0.667901471,291,2.463892989,13.76,1.138618434,8.1,0.908485019,-0.026829975,0.123170025,-0.90949497,-0.474117407,1.525882593,0.183521119,-0.140394089,Negative,0.406978448,32,26-35,WEST
GW341,NACKTEN,62.82382675,1.798124387,14.63117254,154.4149497,2.188689344,-0.862431536,-21.99768274,-0.862431536,323.95,2.510477984,84.2389,1.925512687,15.5,1.190331698,0.011121795,0.161121795,-0.792845708,0.063587917,2.063587917,0.314622976,-0.14,Negative,0.039298427,90,86-95,EAST
WRS344,NITCHEQUON LAKE,53.11639696,1.725228608,-71.03903892,68.74473828,1.837239463,0.752037711,19.1393072,0.878486427,527,2.721810615,282.47,2.45097233,10.9,1.037426498,0.000988529,0.150988529,-0.821056046,0.515120326,2.515120326,0.400558767,-0.134848485,Negative,0.661081069,32,26-35,WEST
MINN2,DETROIT,46.78333333,1.670091162,-95.93333333,43.85044387,1.641973994,-0.037512787,-5.754987211,-0.043820241,406.6,2.609167374,13,1.113943352,4,0.602059991,0.000735294,0.150735294,-0.821785048,0.0317825,2.0317825,0.307877215,-0.125,Negative,0.023304969,94,86-95,WEST
JJM14,LAKE SHISHEBOGAMA,45.89739739,1.66178806,-89.81884176,49.96493544,1.698665331,0.191717059,0.359504359,0.223952645,479.7,2.680969718,2.9,0.462397998,5.18,0.71432976,0.019736842,0.169736842,-0.770223882,0.272222143,2.272222143,0.356450788,-0.125,Negative,0.528781304,39,36-45,WEST
RB49,UKONSELKA E,62.1418225,1.793383986,24.43942349,164.2232007,2.215434512,-0.427521805,-12.18943179,-0.427521805,106,2.025305865,9,0.954242509,8.6,0.934498451,0.004109127,0.154109127,-0.81217164,0.043627727,2.043627727,0.310401786,-0.125,Negative,0.537228156,32,26-35,EAST
JK34,MUTUSJARVI,69.01966425,1.838972842,26.84887281,166.63265,2.221760101,-0.324659852,-9.77998247,-0.324659852,146.2,2.164947373,50.45,1.702861171,8.5,0.929418926,0.02695238,0.17695238,-0.752143592,0.141043939,2.141043939,0.33062558,-0.12195122,Negative,0.379843747,51,46-55,EAST
JK41,POROVESI,63.42771175,1.802279044,27.30617199,167.0899492,2.222950327,-0.305305295,-9.32268329,-0.305305295,85.8,1.933487288,21.7,1.336459734,19.1,1.281033367,0.041527777,0.191527777,-0.717768232,0.202611,2.202611,0.342937804,-0.12195122,Negative,0.476982559,46,46-55,EAST
JK19,JAASJARVI - HARTOLA (1457),61.69148225,1.790225205,26.44045049,166.2242277,2.220694324,-0.341990713,-10.18840479,-0.341990713,92.3,1.965201701,81.1,1.909020854,4.6,0.662757832,0.013839869,0.163839869,-0.785580408,-0.031834286,1.968165714,0.294061662,-0.12,Negative,0.218664153,82,76-85,EAST
VSV38,LAKE ILMEN,58.27319716,1.765468846,31.30041423,171.0841914,2.233209882,-0.138472157,-5.32844105,-0.138472157,18,1.255272505,982,2.992111488,2.6,0.414973348,0.000416667,0.150416667,-0.822704039,0.285778,2.285778,0.359034048,-0.119047619,Negative,0.426319137,50,46-55,EAST
JK39,PEERAJARVI,68.88764225,1.838141321,21.0939238,160.877701,2.206495851,-0.572875562,-15.53493148,-0.572875562,459.5,2.662285516,1.9,0.278753601,5.5,0.740362689,0.04444368,0.19444368,-0.711206168,0.11076603,2.11076603,0.324440096,-0.118055556,Negative,0.455457323,37,36-45,EAST
JK50,JERISJARVI,67.90988825,1.831933016,24.11698471,163.9007619,2.214580972,-0.441401428,-12.51187057,-0.441401428,257.6,2.410945859,23.5,1.371067862,3.4,0.531478917,0.038814102,0.188814102,-0.723965573,0.0306945,2.0306945,0.307644593,-0.115384615,Negative,0.357662984,46,46-55,EAST
JK32,LESTIJARVI,63.531908,1.802991898,24.72975385,164.5135311,2.216201624,-0.415047608,-11.89910143,-0.415047608,140.7,2.148294097,64.5,1.809559715,5.5,0.740362689,0.005972173,0.155972173,-0.806952877,0.017032437,2.017032437,0.304712882,-0.111111111,Negative,0.137560716,85,76-85,EAST
LR2,CAZENOVIA,42.95127299,1.63297604,-75.87062357,63.91315363,1.805590247,0.624064986,14.30772255,0.728996181,363,2.559906625,4.79,0.680335513,7.2,0.857332496,0.008864197,0.158864197,-0.798973968,0.125116463,2.125116463,0.327382736,-0.111111111,Negative,0.15442455,85,76-85,WEST
DML3,LEJ DA SEGL,46.42035333,1.666708442,9.738537012,149.5223142,2.17470601,-1.089817957,-26.89031827,-1.089817957,1797,3.254548077,4.1,0.612783857,33.5,1.525044807,0.008232323,0.158232323,-0.800704796,-0.288823529,1.711176471,0.2332948,-0.111111111,Negative,0.419205179,43,36-45,EAST
KMS1,BONAPARTE,44.14953834,1.644926167,-75.39037472,64.39340248,1.808841373,0.637210823,14.7879714,0.744352379,240,2.380211242,5.05,0.703291378,9.4,0.973127854,0.060448717,0.210448717,-0.676853718,0.000504545,2.000504545,0.301139542,-0.111111111,Negative,0.694069679,30,26-35,WEST
DMR1,LAKE MENDOTA,43.12837789,1.634763124,-89.42022411,50.36355309,1.702116361,0.205671203,0.758122009,0.240253059,259.1,2.413467413,39.377,1.595242626,12.8,1.10720997,0.012013219,0.162013219,-0.790449549,-0.012213944,1.987786056,0.29836964,-0.108893281,Negative,0.01182001,113,96+,WEST
KMS27,MOHANSIC,41.27648397,1.615702696,-73.80827403,65.97550317,1.819382711,0.679834431,16.37007209,0.794142781,139,2.1430148,0.431,-0.36552273,3.4,0.531478917,0.022578125,0.172578125,-0.763014254,-0.288322545,1.711677455,0.23342193,-0.108187135,Negative,0.744713944,33,26-35,WEST
RB26,VANGINVESI E,62.56666667,1.796343018,26.23333333,166.0171105,2.220152851,-0.350795738,-10.39552195,-0.350795738,90,1.954242509,1.5,0.176091259,5.46,0.737192643,-0.00875,0.14125,-0.850011544,0.112445,2.112445,0.32478541,-0.105263158,Negative,0.636748003,39,36-45,EAST
RB22,NIINIVESI W,62.76666667,1.797729065,26.68333333,166.4671105,2.221328441,-0.331679181,-9.94552195,-0.331679181,98,1.991226076,20,1.301029996,11,1.041392685,-0.009807423,0.140192577,-0.853274981,0.058276603,2.058276603,0.313503737,-0.101724138,Negative,0.733320373,36,36-45,EAST
WRS250,GRACE LAKE,53.8251327,1.730985109,-101.1653297,38.6184475,1.586794811,-0.26062828,-10.98698358,-0.304450698,257,2.409933123,9.34,0.970346876,2.4,0.380211242,0.011666666,0.161666666,-0.791379518,0.5654625,2.5654625,0.409165671,-0.095238095,Negative,0.721491445,34,26-35,WEST
JJM22,SHELL LAKE,45.732154,1.660221657,-91.89643514,47.88734206,1.680220733,0.11713684,-1.718089021,0.136832398,370.94,2.569303668,10.45,1.01911629,7.01,0.845718018,0.005756993,0.155756993,-0.807552446,-0.028462917,1.971537083,0.29480495,-0.094339623,Negative,0.046561833,97,96+,WEST
MINN7,ITASCA,47.21655361,1.674094284,-95.2019727,44.5818045,1.649157643,-0.008465901,-5.023626581,-0.00988937,445,2.648360011,4,0.602059991,9.1,0.959041392,-0.014791666,0.135208334,-0.868996538,-0.003478261,1.996521739,0.300274043,-0.090909091,Negative,0.691379496,27,26-35,WEST
VSV41,LAKE SYAMOZERO,61.94791531,1.792026696,33.18325069,172.9670279,2.237963323,-0.061175288,-3.44560459,-0.061175288,108,2.033423755,266,2.424881637,6.5,0.812913357,0.011752873,0.161752873,-0.791147997,0.004431429,2.004431429,0.301991204,-0.090909091,Negative,0.770648599,40,36-45,EAST
PJD28,SIMCOE,44.3833,1.64721959,-79.6833,60.1004772,1.77887792,0.516054434,10.49504612,0.602824577,256,2.408239965,725,2.860338007,15,1.176091259,0.021973684,0.171973684,-0.764538005,0.041875,2.041875,0.310029152,-0.083333333,Negative,0.621261652,31,26-35,WEST
JK05,LAKE PAIJANNE (1463),61.18,1.786609473,25.54,165.3237772,2.218335319,-0.380351071,-11.08885528,-0.380351071,78.3,1.893761762,1080,3.033423755,15,1.176091259,0.013173077,0.163173077,-0.787351497,-0.027898478,1.972101522,0.294929268,-0.08,Negative,0.413174078,83,76-85,EAST
JK40,PIELINEN,63.54,1.80304721,29.13,168.9137772,2.227665074,-0.228637638,-7.49885528,-0.228637638,93.7,1.971739591,894,2.951337519,10,1,0.0121875,0.1621875,-0.78998262,0.099343976,2.099343976,0.322083603,-0.076923077,Negative,0.243519919,91,86-95,EAST
RB23,KIESIMA W,62.76666667,1.797729065,26.51666667,166.3004439,2.220893408,-0.338753359,-10.11218861,-0.338753359,101,2.004321374,8,0.903089987,7.63,0.882524538,-0.00875,0.14125,-0.850011544,0.025648056,2.025648056,0.306563992,-0.076923077,Negative,0.82744645,39,36-45,EAST
KMS15,PLACID,44.30444444,1.646447295,-73.99527778,65.78849942,1.818149981,0.674849921,16.18306834,0.788320169,566,2.752816431,8.794,0.944186461,15.8,1.198657087,0.007486111,0.157486111,-0.802757741,0.117402432,2.117402432,0.325803408,-0.070422535,Negative,0.310462144,82,76-85,WEST
JK04,LAKE VESIJARVI (1462),61.18,1.786609473,25.54,165.3237772,2.218335319,-0.380351071,-11.08885528,-0.380351071,81.4,1.910624405,107.6,2.031812271,6.6,0.819543936,0.01035172,0.16035172,-0.794926377,0.007733462,2.007733462,0.302706057,-0.067989214,Negative,0.253776463,105,96+,EAST
JK18,VESIJARVI - LAHTI (1461),60.99,1.785258633,25.65,165.4337772,2.218624186,-0.375653734,-10.97885528,-0.375653734,81.4,1.910624405,107.6,2.031812271,6.6,0.819543936,0.009493464,0.159493464,-0.79725711,-0.040424494,1.959575506,0.292162002,-0.067567568,Negative,0.310975003,94,86-95,EAST
KMS26,GLEN,41.90361111,1.622251451,-75.02111111,64.76266609,1.811324719,0.647252164,15.15723501,0.756082085,398,2.599883072,1.291,0.110926242,5.5,0.740362689,0.03614035,0.18614035,-0.730159474,0.041111111,2.041111111,0.309866647,-0.066666667,Negative,0.847052698,34,26-35,WEST
JK16,ALA-KIVIJARVI - YLA-MUNNI (1489),60.9807595,1.785192829,27.40014422,167.1839214,2.223194508,-0.301334608,-9.22871106,-0.301334608,75.1,1.875639937,91.9,1.963315511,4.8,0.681241237,0.007151515,0.157151515,-0.803681428,-0.008888788,1.991111212,0.299095518,-0.065217391,Negative,0.429013403,83,76-85,EAST
RB42,LOHJANJARVI E,60.25189425,1.779970705,23.96158096,163.7453582,2.214168997,-0.448100654,-12.66727432,-0.448100654,32,1.505149978,40,1.602059991,12.6,1.100370545,0.000196078,0.150196078,-0.823341408,-0.09046,1.90954,0.28092876,-0.063492063,Negative,0.728127947,71,66-75,EAST
WRS194,ALTA LAKE,50.11350083,1.699954743,-122.9808607,16.8029165,1.225384669,-1.721980146,-32.80251458,-2.011516394,641,2.80685803,1.04,0.017033339,10.9,1.037426498,-0.016633928,0.133366072,-0.87495464,0.149829015,2.149829015,0.33240392,-0.063492063,Negative,0.880553719,29,26-35,WEST
JK02,LAKE KALLAVESI (4079),62.83,1.79816706,27.77,167.5537772,2.224154223,-0.285728447,-8.85885528,-0.285728447,81.8,1.912753304,316,2.499687083,9.7,0.986771734,0.007942708,0.157942708,-0.80150042,-0.058067609,1.941932391,0.288234106,-0.055555556,Negative,0.271694386,107,96+,EAST
WRS351,PELICAN LAKE,50.07973451,1.699662018,-91.93946441,47.84431279,1.679830321,0.11555822,-1.761118291,0.134988347,355,2.550228353,47.28,1.674677468,13.6,1.133538908,0.02031362,0.17031362,-0.76875062,-0.049416606,1.950583394,0.290164523,-0.054411765,Negative,0.713654672,37,36-45,WEST
RB43,LANGELMAVESI S,61.43333333,1.78840408,24.15,163.9337772,2.214668446,-0.439978992,-12.47885528,-0.439978992,84,1.924279286,5,0.698970004,7.8,0.892094603,0.004363391,0.154363391,-0.81145569,-0.102562443,1.897437557,0.278167493,-0.053639847,Negative,0.633577844,72,66-75,EAST
VSV34,LAKE UVILDY,55.53485569,1.744565648,60.48999079,200.273768,2.301624069,0.974027705,23.86113551,0.974027705,275,2.439332694,68.1,1.833147112,14,1.146128036,0.032070706,0.182070706,-0.739759924,0.176389,2.176389,0.337736522,-0.052631579,Negative,0.704110762,42,36-45,EAST
