lakecode,lakename,Latitude_dd,loglat,Longitude_dd,Longitude_standard,loglong,Elevation_m,logelev,SurfaceArea_km2,logSA,MeanDepth_m,logMD,airtemp_trend,precip_trend,ID slope,ID slope p,obs,ID_var
EK27,LAKE KIVIJARVI (1408),63,1.799340549,25.16666667,164.9504439,2.217353489,118,2.071882007,154.026,2.187594037,8.36,0.922206277,0.002154558,-0.23,-0.660714286,0.535955526,17,295.9044118
EK3,LAKE KOLIMA (1405),63.2783635,1.801255239,25.75716897,165.5409462,2.218905433,111,2.045322979,105,2.021189299,9,0.954242509,0.018840579,0.115858636,-0.15625,0.42220858,42,172.7433217
EK9,LAKE KIIMASJARVI (1421),62.62761325,1.796765861,25.49830156,165.2820788,2.218225766,107,2.029383778,4,0.602059991,9.1,0.959041392,-0.022777777,-0.9111125,-1,0.591505037,10,113.6
GW202,RUNN,60.53042075,1.781973693,15.65327723,155.4370544,2.191554558,106.8,2.028571253,64.7024,1.81092039,8.3,0.919078092,0.011993589,0.157475392,-0.201851852,0.027009157,81,411.7919753
GW240,ORSASJON,61.07247475,1.785845519,14.54801963,154.3317968,2.188455413,159.9,2.203848464,52.827,1.722855948,17.3,1.238046103,0.01490196,0.060877105,-0.214285714,0.143389412,58,303.8139746
GW341,NACKTEN,62.82382675,1.798124387,14.63117254,154.4149497,2.188689344,323.95,2.510477984,84.2389,1.925512687,15.5,1.190331698,0.011121795,0.063587917,-0.14,0.039298427,90,269.7988764
GW369,KALLSJON,63.56777875,1.803237036,12.97718981,152.760967,2.184012399,380.525,2.580383195,156.3551,2.194112052,40.1,1.603144373,0.008958333,0.056485306,-0.205128205,0.008116469,94,522.9659117
GW484,STORUMAN,65.2615295,1.814657248,16.70974942,156.4935266,2.194496378,350.125,2.544223122,163.47221,2.213443934,25.6,1.408239965,0.007826087,0.13193,0.305555556,0.042091951,51,205.4666667
GW512,GOUTA,65.61206525,1.816983708,15.5179385,155.3017157,2.191176254,438.63333,2.642101629,31.5935,1.499597741,17.2,1.235528447,0.006001871,0.086207974,-0.213525836,0.000662536,88,207.9162748
GW592,JUKKASJARVI,67.82508,1.831390315,20.70512184,160.488899,2.205444998,322.35,2.508327675,13.50505,1.130496196,9.6,0.982271233,0.010983245,0.146031227,-0.181186869,2.54E-05,105,163.924359
HB01,MIRROR LAKE,43.9436421,1.642896049,-71.69299041,68.09078679,1.833088352,213,2.328379603,0.15,-0.823908741,4.8,0.681241237,0.046284721,0.0719445,-0.481481481,0.009174707,38,141.1237553
JD01,LAKE KEGONSA,42.96564792,1.633121365,-89.25144033,50.53233687,1.703569383,256.95,2.409848622,12.99,1.113609151,5.18,0.71432976,0.02175,0.014245128,-0.5,0.002844124,51,298.9937255
JGL01,SPIRIT LAKE,43.47709337,1.638260502,-95.10176239,44.68201481,1.650132748,427,2.630427875,4.31,0.63447727,2.3,0.361727836,0.017393729,0.318692306,-0.355042017,0.024522708,53,278.2177068
JGL02,EAST OKOBOJI LAKE,43.39,1.63738965,-95.1,44.6837772,1.650149878,426,2.629409599,7.46,0.872738827,3,0.477121255,0.00164665,0.021202183,0.06155303,0.348202428,92,244.2535834
JGL03,WEST OKOBOJI LAKE,43.39,1.63738965,-95.16,44.6237772,1.649566329,426,2.629409599,15.65,1.194514342,11.5824,1.063798559,0.001076923,0.032028986,-0.022988506,0.643305232,91,219.7264957
JJM1,ALLEQUASH LAKE,46.03668734,1.663104066,-89.62049582,50.16328138,1.700385938,494.2,2.693902741,1.684,0.226342087,2.9,0.462397998,0.022159722,-0.300804119,-0.569230769,0.049560173,32,279.03125
JJM10,NORTH TWIN LAKE,46.04679463,1.663199404,-89.1415281,50.6422491,1.704512985,512.67,2.709837904,11.26,1.051538391,8.53,0.930949031,0.091999998,-1.501874375,-0.65,0.680041838,12,323.719697
JJM11,(BIG) LONG LAKE,45.75,1.660391098,-91.65,48.1337772,1.682449943,373,2.571708832,13.32,1.124504225,7.92,0.898725182,0.028981481,-0.055555,-0.285714286,0.515680316,22,87.61038961
JJM14,LAKE SHISHEBOGAMA,45.89739739,1.66178806,-89.81884176,49.96493544,1.698665331,479.7,2.680969718,2.9,0.462397998,5.18,0.71432976,0.019736842,0.272222143,-0.125,0.528781304,39,192.879892
JJM15,LAKE ESCANABA,46.06422356,1.663363755,-89.5865184,50.1972588,1.700680002,502.92,2.701498907,1.17,0.068185862,4.27,0.630427875,0.010015217,0.217742885,-0.047727273,0.813658488,37,145.7252252
JJM17,LAKE NEBISH,46.05142896,1.663243111,-89.58883589,50.19494131,1.700659951,502.92,2.701498907,0.37,-0.431798276,5.49,0.739572344,0.007916667,0.294445,0.333333333,0.369022414,27,173.5669516
JJM18,LAKE WINGRA,43.05414937,1.634015013,-89.41921729,50.36455991,1.702125043,258.47,2.412410143,1.4,0.146128036,3.1,0.491361694,0.035347221,-0.033006471,-0.444444444,0.044808325,42,276.4994193
JJM2,BIG MUSKELLUNGE LAKE,46.01608472,1.662909664,-89.62256607,50.16121113,1.700368014,500.3,2.699230503,3.963,0.598024072,7.5,0.875061263,0.027706582,0.073881224,-0.333333333,0.036011226,44,246.2769556
JJM22,SHELL LAKE,45.732154,1.660221657,-91.89643514,47.88734206,1.680220733,370.94,2.569303668,10.45,1.01911629,7.01,0.845718018,0.005756993,-0.028462917,-0.094339623,0.046561833,97,174.6363832
JJM24,BIG GREEN LAKE,43.80378675,1.641511656,-89.02786819,50.75590901,1.70548661,242.93,2.38548115,29.65,1.472024698,31.7,1.501059262,0.011431159,0.045926667,-0.318181818,0.020915732,66,639.7221445
JJM26,DEVILS LAKE,43.41687466,1.637658558,-89.73209947,50.05167773,1.69941864,293.52,2.467637699,1.51,0.178976947,9.14,0.960946196,0.016119281,0.127835498,-0.757166257,0.000214683,48,347.5585106
JJM27,LAKE GENEVA,42.56847127,1.629088054,-88.47947845,51.30429875,1.710153756,263.35,2.420533323,20.66,1.315130317,18.59,1.26927939,0.005426356,0.0150835,0.153846154,0.051599054,102,486.5828965
JJM28,MAPLE LAKE,46.14090908,1.664086147,-89.72709959,50.05667761,1.699462021,497.74,2.697002543,0.19,-0.721246399,2.3,0.361727836,0.010580808,0.150317857,0.066666667,0.660692915,51,169.4917647
JJM3,CRYSTAL BOG,46,1.662757832,-89.6,50.1837772,1.700563346,502,2.700703717,0.005,-2.301029996,1.7,0.230448921,0.037916666,-0.187076875,-0.5,0.13922547,32,260.7893145
JJM31,ANVIL LAKE,45.9442104,1.662230792,-89.06448243,50.71929477,1.705173206,516.6,2.713154402,1.6,0.204119983,5.79,0.762678564,0.080486109,0.3190275,-1.25,0.377718107,14,284.9010989
JJM4,CRYSTAL LAKE,46.00163865,1.662773302,-89.61286129,50.17091591,1.700452029,502.1,2.700790221,0.367,-0.435333936,10.4,1.017033339,0.024713541,-0.431845606,-0.410526316,0.134881013,32,233.1360887
JJM5,LITTLE ROCK LAKE,45.99765617,1.662735703,-89.70497639,50.07880081,1.699653921,495.61,2.695140061,0.15,-0.823908741,3.8,0.579783597,0.048833332,-0.211750871,-1,0.498589426,16,271.3625
JJM6,SPARKLING LAKE,46.00862229,1.662839229,-89.70046914,50.08330806,1.699693007,494.8,2.694429691,0.64,-0.193820026,10.9,1.037426498,0.035381944,-0.246459313,-0.363636364,0.152826344,32,267.515121
JJM7,TROUT BOG,46.03333333,1.663072424,-89.68333333,50.10044387,1.699841574,494,2.693726949,0.011,-1.958607315,5.6,0.748188027,0.037916666,-0.187076875,-0.522727273,0.108089911,32,220.7379032
JJM8,TROUT LAKE,46.03333333,1.663072424,-89.66666667,50.11711053,1.699986024,491.8,2.691788524,16.079,1.206259035,14.6,1.164352856,0.037916666,-0.187076875,-0.333333333,0.363329959,32,314.5806452
JK02,LAKE KALLAVESI (4079),62.83,1.79816706,27.77,167.5537772,2.224154223,81.8,1.912753304,316,2.499687083,9.7,0.986771734,0.007942708,-0.058067609,-0.055555556,0.271694386,107,321.8940222
JK03,LAKE NASIJARVI (3568),61.53,1.789086915,23.75,163.5337772,2.213607468,95.4,1.979548375,256,2.408239965,13,1.113943352,0.01731884,0.084888667,-0.193548387,0.195814255,63,392.6272401
JK04,LAKE VESIJARVI (1462),61.18,1.786609473,25.54,165.3237772,2.218335319,81.4,1.910624405,107.6,2.031812271,6.6,0.819543936,0.01035172,0.007733462,-0.067989214,0.253776463,105,393.5216117
JK05,LAKE PAIJANNE (1463),61.18,1.786609473,25.54,165.3237772,2.218335319,78.3,1.893761762,1080,3.033423755,15,1.176091259,0.013173077,-0.027898478,-0.08,0.413174078,83,490.0320306
JK06,MUURASJARVI (1401),63.5067145,1.802819645,25.3576493,165.1414265,2.217856032,112.2,2.049992857,21.05,1.3232521,8.98,0.953276337,0.014074187,-0.037571577,-0.04,0.667916138,84,350.0600975
JK07,KALMARINJARVI (1417),62.778865,1.79781346,24.99782492,164.7816021,2.216908721,129.8,2.113274692,7.05,0.848189117,5.7,0.755874856,0.027502371,0.146792932,-0.233031674,0.127887502,57,297.093985
JK08,SUMMASJARVI (1419),62.64480075,1.796885032,25.38871454,165.1724917,2.21793772,108.5,2.035429738,21.9,1.340444115,6.8,0.832508913,0.027502371,0.129934206,-0.179144385,0.214973941,57,255.8934837
JK10,HANKAVESI - RAUTALAMPI (1436),62.5962525,1.796548334,26.74518901,166.5289662,2.221489786,96.1,1.982723388,18.2,1.260071388,7.04,0.847572659,0.01731884,0.091255652,-0.176470588,0.070300518,63,244.7409114
JK11,YLA-KIVIJARVI - JURVALA (1488),61.01162175,1.785412569,27.74017627,167.5239535,2.224076914,75.2,1.876217841,76.4,1.883093359,5.3,0.72427587,0.014209105,0.10206876,0,0.94041302,61,329.7568306
JK12,LAPPAJARVI - HALKOSAARI (4703),63.1565095,1.80041812,23.72044812,163.5042253,2.21352898,69.5,1.841984805,145.5,2.162862993,6.9,0.838849091,0.01165,-0.043931692,0.05,0.559896164,91,359.4989011
JK13,KITUSJARVI (3548),62.2827245,1.794367602,24.05533805,163.8391153,2.214417594,116.2,2.065206128,0.5,-0.301029996,4.7,0.672097858,0.02812937,0.124294735,0.011627907,0.917724743,57,434.4197995
JK14,KUKKIA - PUUTIKKALA (3512),61.32826525,1.78766068,24.66871311,164.4524903,2.216040454,86.6,1.937517892,43.4,1.63748973,16.3,1.212187604,0.027502371,0.063584142,-0.302173913,0.05119343,57,404.9830827
JK15,LANGELMAVESI - KAIVANTO (3506),61.42,1.788309812,24.15,163.9337772,2.214668446,84.2,1.925312091,133,2.123851641,6.8,0.832508913,0.01366286,-0.009831176,-0.047619048,0.62418403,85,413.8005602
JK16,ALA-KIVIJARVI - YLA-MUNNI (1489),60.9807595,1.785192829,27.40014422,167.1839214,2.223194508,75.1,1.875639937,91.9,1.963315511,4.8,0.681241237,0.007151515,-0.008888788,-0.065217391,0.429013403,83,300.4008228
JK17,ALA-RIEVELI (1468),61.3055515,1.787499804,26.18039437,165.9641716,2.220014342,77.8,1.890979597,13,1.113943352,11.3,1.053078443,0.010655506,-0.051346424,-0.024845679,0.658670739,93,302.944834
JK18,VESIJARVI - LAHTI (1461),60.99,1.785258633,25.65,165.4337772,2.218624186,81.4,1.910624405,107.6,2.031812271,6.6,0.819543936,0.009493464,-0.040424494,-0.067567568,0.310975003,94,342.3291009
JK19,JAASJARVI - HARTOLA (1457),61.69148225,1.790225205,26.44045049,166.2242277,2.220694324,92.3,1.965201701,81.1,1.909020854,4.6,0.662757832,0.013839869,-0.031834286,-0.12,0.218664153,82,384.7908762
JK20,ALA-KINTAUS (1449),62.291679,1.794430037,25.36632347,165.1501007,2.217878843,154.4,2.188647296,7.2,0.857332496,5.2,0.716003344,0.009850968,-0.068335312,0,0.931197662,93,250.173913
JK22,PAAJARVI - KARSTULA (1415),62.8555,1.798343285,24.72974853,164.5135257,2.21620161,144.4,2.159567193,29.5,1.469822016,3.8,0.579783597,0.01731884,0.0492775,-0.173913043,0.164956978,63,290.4976959
JK23,KIVIJARVI - SAARENKYLA (1407),63.27,1.801197834,25.13,164.9137772,2.217256939,130.8,2.116607744,154,2.187520721,8.36,0.922206277,0.027356442,0.164019963,-0.338541667,0.003983559,56,310.8334416
JK24,SAANIJARVI (1403),63.4118875,1.80217068,25.604626,165.3884032,2.218505054,114,2.056904851,12.6,1.100370545,1.96,0.292256071,0.027502371,0.110663035,-0.208333333,0.202550931,57,320.8878446
JK25,HAUKIVESI,62.11,1.793161529,28.61,168.3937772,2.226326039,75.8,1.879669206,560,2.748188027,9.1,0.959041392,0.025868055,0.111702721,-0.181818182,0.243258113,56,319.4181818
JK26,INARI - NELLIM,68.85,1.837903945,28.3,168.0837772,2.225525799,118.7,2.074450719,1,0,14.3,1.155336037,0.019047619,0.084229355,0.024390244,0.803794239,58,219.0771325
JK27,KEVOJARVI,69.75394,1.843568743,27.01438653,166.7981637,2.222191265,75.3,1.876794976,1,0,9.3,0.968482949,0.043816287,0.036044911,-0.333333333,0.018247718,45,143.6343434
JK28,KILPISJARVI,69.0253405,1.839008558,20.79261835,160.5763956,2.205681705,472.8,2.674677468,37.3,1.571708832,19.5,1.290034611,0.027633333,0.114705882,-0.2,0.09473019,55,138.9952862
JK29,KORVUANJARVI,65.372416,1.815394536,28.6679415,168.4517187,2.226475446,241.8,2.383456297,15.4,1.187520721,6,0.77815125,0.043645832,0.123742632,-0.25,0.232427304,46,220.0101449
JK30,KUORTANEENJARVI,62.8337195,1.798192769,23.43126167,163.2150389,2.212760173,75.8,1.879669206,14.9,1.173186268,3.34,0.523746467,-0.008696405,0.017606176,0.029910714,0.808075024,61,266.3098361
JK31,LENTUA,64.25122875,1.807881438,29.69352715,169.4773044,2.229111548,167.9,2.225050696,77.8,1.890979597,7.4,0.86923172,0.02812937,0.082404742,-0.217391304,0.076668514,57,227.7525063
JK32,LESTIJARVI,63.531908,1.802991898,24.72975385,164.5135311,2.216201624,140.7,2.148294097,64.5,1.809559715,5.5,0.740362689,0.005972173,0.017032437,-0.111111111,0.137560716,85,298.3929972
JK33,LIVOJARVI,65.99123575,1.819486261,28.12126372,167.9050409,2.225063735,243.7,2.386855529,33,1.51851394,5.8,0.763427994,0.022723214,0.146497589,-0.428571429,0.023685346,40,240.2846154
JK34,MUTUSJARVI,69.01966425,1.838972842,26.84887281,166.63265,2.221760101,146.2,2.164947373,50.45,1.702861171,8.5,0.929418926,0.02695238,0.141043939,-0.12195122,0.379843747,51,232.0196078
JK35,NAAMANKAJARVI,65.1050725,1.813614827,28.30946922,168.0932464,2.225550265,173.5,2.239299479,8.52,0.930439595,2.9,0.462397998,0.040906862,0.090754286,-0.388888889,0.037202617,47,230.7816836
JK36,OIJARVI,65.63273975,1.817120534,25.90313181,165.686909,2.219288196,89.8,1.953276337,21.05,1.3232521,12.7,1.103803721,0.029722222,0.151481333,-0.333333333,0.054162587,54,284.7830189
JK37,OUNASJARVI,68.3755525,1.834900849,23.58705027,163.3708275,2.213174509,286.9,2.457730548,6.9,0.838849091,6.6,0.819543936,0.025509259,0.124060577,-0.044466403,0.649275554,57,147.1453634
JK38,PAIJANNE - TEHI,61.48,1.788733859,25.56,165.3437772,2.218387855,78.3,1.893761762,1080,3.033423755,15,1.176091259,0.035074786,0.108156184,-0.550055617,0.000666424,52,366.6334842
JK39,PEERAJARVI,68.88764225,1.838141321,21.0939238,160.877701,2.206495851,459.5,2.662285516,1.9,0.278753601,5.5,0.740362689,0.04444368,0.11076603,-0.118055556,0.455457323,37,101.2252252
JK40,PIELINEN,63.54,1.80304721,29.13,168.9137772,2.227665074,93.7,1.971739591,894,2.951337519,10,1,0.0121875,0.099343976,-0.076923077,0.243519919,91,334.6495726
JK41,POROVESI,63.42771175,1.802279044,27.30617199,167.0899492,2.222950327,85.8,1.933487288,21.7,1.336459734,19.1,1.281033367,0.041527777,0.202611,-0.12195122,0.476982559,46,215.4826087
JK42,REHJA,64.23,1.807737922,27.79,167.5737772,2.224206059,137.9,2.139564266,96.4,1.984077034,8.5,0.929418926,0.046216855,0.125843118,-0.307692308,0.195867716,41,317.345122
JK43,SAAKSJARVI - NURMIJARVI,60.5075345,1.781809457,24.6742357,164.4580129,2.216055038,99.8,1.999130541,2.6,0.414973348,8.8,0.944482672,0.026945261,0.009388833,0.055555556,0.753309403,37,303.1306306
JK44,UNARI,67.1645165,1.827139893,25.73162482,165.515402,2.218838413,179.8,2.254789687,28.8,1.459392488,8.2,0.913813852,0.029092592,0.081605185,-0.3,0.087581442,51,281.1482353
JK45,VISUVESI,62.12,1.793231447,23.93,163.7137772,2.214085229,96.1,1.982723388,46.2,1.664641976,6.95,0.841984805,0.004782609,0.031157083,-0.011627907,0.809844913,90,378.6247191
JK46,PALOVESI,61.86,1.791409916,23.91,163.6937772,2.21403217,96,1.982271233,25.5,1.40654018,9.6,0.982271233,0.03074074,0.10479,-0.227272727,0.147622129,50,364.7118367
JK47,SIMPELEJARVI,61.55384675,1.789255199,29.43413783,169.217915,2.22844634,68.8,1.837588438,58.6,1.767897616,9.34,0.970346876,0.012939394,-0.011629333,0,0.911543133,94,339.9561885
JK48,AHTARINJARVI,62.76,1.797682935,24.05,163.8337772,2.214403444,153.5,2.18610838,39.9,1.600972896,5.2,0.716003344,0.01053376,-0.006160028,0.050013893,0.484897239,97,349.933634
JK49,KUIVAJARVI,60.7853085,1.783798625,23.75298268,163.5367599,2.213615389,96.6,1.984977126,8.2,0.913813852,7,0.84509804,0.027502371,0.135000159,-0.230550285,0.150041776,57,403.2449875
JK50,JERISJARVI,67.90988825,1.831933016,24.11698471,163.9007619,2.214580972,257.6,2.410945859,23.5,1.371067862,3.4,0.531478917,0.038814102,0.0306945,-0.115384615,0.357662984,46,138.6164251
JK51,SAAKSJARVI - SAAKSKOSKI,61.40496,1.788203453,22.36855655,162.1523338,2.209923204,49,1.69019608,33.18,1.520876382,3.7,0.568201724,-0.003281746,0.142638869,0.047619048,0.627948139,76,366.3331579
KMS1,BONAPARTE,44.14953834,1.644926167,-75.39037472,64.39340248,1.808841373,240,2.380211242,5.05,0.703291378,9.4,0.973127854,0.060448717,0.000504545,-0.111111111,0.694069679,30,295.5448276
KMS10,GEORGE,43.62497552,1.639735196,-73.54988617,66.23389103,1.821080269,97,1.986771734,115.25,2.061640934,24.5,1.389166084,0.009860197,0.060005319,-0.020416667,0.734851867,93,275.5750351
KMS11,MIRROR,44.29089457,1.646314452,-73.98190169,65.80187551,1.818238272,565,2.752048448,0.518,-0.28567024,4.3,0.633468456,0.009487179,0.096153846,-0.159090909,0.001357788,99,174.5988456
KMS12,MOHONK,41.76333333,1.620795154,-74.15944444,65.62433276,1.817064901,380,2.579783597,0.069,-1.161150909,6.5,0.812913357,0.011067323,0.05093254,-0.306020067,0.009557761,64,274.6666667
KMS14,OTSEGO,42.75838284,1.631021271,-74.89406165,64.88971555,1.81217587,363,2.559906625,17.11,1.23325001,24.9,1.396199347,0.006438561,0.104944583,-0.038461538,0.525890643,105,401.6434066
KMS15,PLACID,44.30444444,1.646447295,-73.99527778,65.78849942,1.818149981,566,2.752816431,8.794,0.944186461,15.8,1.198657087,0.007486111,0.117402432,-0.070422535,0.310462144,82,171.2268895
KMS16,ST. REGIS LOWER,44.4289231,1.647665787,-74.25296351,65.53081369,1.816445561,493,2.692846919,1.477,0.169380495,4.7,0.672097858,0.035555555,0.533247692,-0.333333333,0.534699439,22,283.9935065
KMS17,SARANAC LOWER,44.30230706,1.646426343,-74.18885647,65.59492073,1.816870212,507,2.705007959,8.96,0.95230801,8.5,0.929418926,0.032371794,0.101222,-0.052631579,0.759113605,31,165.0924731
KMS18,SCHROON,43.7593174,1.641070539,-73.78163982,66.00213738,1.819558,246,2.390935107,21.87,1.339848783,1.5,0.176091259,0.030624999,0.1015275,-0.714285714,0.004825109,38,239.2268848
KMS19,STAR,44.15633701,1.644993039,-75.04257766,64.74119954,1.811180742,442,2.645422269,0.823,-0.084600165,6.8,0.832508913,0.033223214,-0.219079991,-0.434285714,0.136342303,33,224.6041667
KMS2,BRANT,43.71435174,1.640624042,-73.7056501,66.0781271,1.820057725,243,2.385606274,5.492,0.739730529,9.1,0.959041392,0.00860101,0.111418086,-0.173913043,0.123075049,56,164.636039
KMS20,SYLVIA,44.25247223,1.645937538,-75.41471446,64.36906274,1.808677186,199,2.298853076,1.311,0.117602692,21.3,1.328379603,0.03289855,0.05601,0,0.883533145,27,370.6267806
KMS21,TITUS,44.72501172,1.650550463,-74.28241645,65.50136075,1.816250322,426,2.629409599,1.54,0.187520721,8.3,0.919078092,0.040117646,0.41450351,-0.207142857,0.606942021,21,238.1619048
KMS22,NORTH TROUT LAKE,46.05,1.663229635,-89.66666667,50.11711053,1.699986024,491.95,2.691920965,3.97,0.598790507,7.62,0.881954971,-0.036337145,0.27828075,0.16025641,0.501894669,24,71.97101449
KMS23,CASSADAGA LOWER,42.34583333,1.626810684,-79.31722222,60.46655498,1.781515226,398,2.599883072,0.368,-0.434152181,2,0.301029996,0.040722221,0.183376154,-0.25,0.523298052,34,332.2896613
KMS24,CRANBERRY,44.1666569,1.645094528,-74.81928578,64.96449142,1.812676043,457.2,2.660106222,28.308,1.451909187,1.8,0.255272505,0.021666666,-0.105555556,-0.5,0.032953159,35,218.5159664
KMS26,GLEN,41.90361111,1.622251451,-75.02111111,64.76266609,1.811324719,398,2.599883072,1.291,0.110926242,5.5,0.740362689,0.03614035,0.041111111,-0.066666667,0.847052698,34,392.513369
KMS27,MOHANSIC,41.27648397,1.615702696,-73.80827403,65.97550317,1.819382711,139,2.1430148,0.431,-0.36552273,3.4,0.531478917,0.022578125,-0.288322545,-0.108187135,0.744713944,33,359.1477273
KMS4,CHATEAGUAY (LOWER),44.81846247,1.651456954,-74.01823016,65.76554704,1.817998437,399,2.600972896,2.13,0.328379603,10,1,0.030469135,0.262468012,-0.638181818,0.220100439,28,898.5714286
KMS5,GENEGANTSLET,42.51634467,1.628555919,-75.77498338,64.00879382,1.806239643,454,2.657055853,0.437,-0.359518563,6.1,0.785329835,0.025378787,0.2121665,-0.333333333,0.096959045,42,225.7839721
KMS6,LOON,42.49296848,1.628317071,-77.56753367,62.21624353,1.793903786,518,2.71432976,0.571,-0.243363892,5.7,0.755874856,0.027291666,0.257474545,-0.333333333,0.35127519,39,389.5236167
KMS8,CHAUTAUQUA NORTH,42.17626112,1.625068077,-79.42896862,60.35480858,1.780711877,399,2.600972896,28.56,1.455758203,7.8,0.892094603,0.032099999,0.058773793,-0.2,0.562745469,34,426.3930481
KMS9,CHAUTAUQUA SOUTH,42.11194444,1.624405295,-79.10222222,60.68155498,1.783056701,399,2.600972896,24.68,1.392345155,3.5,0.544068044,0.029264705,-0.03269,-0.166666667,0.552730195,34,415.1550802
LR1,ONEIDA,43.21011271,1.635585399,-75.90521318,63.87856402,1.805355145,112,2.049218023,206.7,2.315340477,6.8,0.832508913,0.040902777,0.34686125,-1.286363636,0.049461458,21,260.8904762
LR2,CAZENOVIA,42.95127299,1.63297604,-75.87062357,63.91315363,1.805590247,363,2.559906625,4.79,0.680335513,7.2,0.857332496,0.008864197,0.125116463,-0.111111111,0.15442455,85,296.4392157
MICH01,SCHOOL SECTION LAKE,43.59759345,1.639462517,-85.27403389,54.50974331,1.736474137,295,2.469822016,0.138,-0.860120914,3.1,0.491361694,0.048281249,-0.635,-0.5,0.67671211,18,330.2352941
MICH03,GULL LAKE,42.39937879,1.627359494,-85.41073046,54.37304674,1.735383669,268.22,2.428491158,8.28,0.918030337,11.6,1.064457989,0.006794872,0.06317,-0.28,0.018435394,75,477.2046847
MICH05,EAGLE LAKE,41.80390028,1.621216803,-86.02446998,53.75930722,1.730453663,242,2.383815366,1.618,0.208978517,3.5,0.544068044,0.05460648,0.059066736,-1.522727273,0.026957455,24,398.4764493
MICH06,FAIR LAKE,42.48542873,1.628240005,-85.3322813,54.4514959,1.736009815,280.11,2.447328614,0.926,-0.033389013,4.2,0.62324929,0.014035303,0.08178987,-0.661904762,0.001371532,49,435.7312925
MICH07,DOUGLAS LAKE,45.58216933,1.65879499,-84.7036448,55.0801324,1.740994976,214,2.330413773,15.08,1.178401342,5.5,0.740362689,0.043472221,-0.210714286,-0.818181818,0.13372993,26,241.6446154
MINN2,DETROIT,46.78333333,1.670091162,-95.93333333,43.85044387,1.641973994,406.6,2.609167374,13,1.113943352,4,0.602059991,0.000735294,0.0317825,-0.125,0.023304969,94,206.1656372
MINN34,GREEN,45.25155165,1.655633476,-94.90549365,44.87828355,1.652036238,352.35,2.546974276,23.56,1.372175286,7.1,0.851258349,0.01199074,0.243905758,0,0.893459238,50,146.2546939
MINN38,SHAGAWA,47.91215441,1.6804457,-91.88898082,47.89479638,1.680288331,404,2.606381365,9.6,0.982271233,9.7,0.986771734,0.039583333,0.218518519,-0.363636364,0.19223791,30,150.6022989
MINN4,WACONIA,44.86902272,1.65194661,-93.78490325,45.99887395,1.6627472,289,2.460897843,13,1.113943352,5.9,0.770852012,-0.02347826,0.112863077,0.142857143,0.520835003,39,130.2564103
MINN40,KABEKONA,47.16659261,1.673634503,-94.76893341,45.01484379,1.653355747,392,2.593286067,9.1,0.959041392,9.2,0.963787827,0.001527778,-1.17333,-1.777777778,0.187559609,14,226.2857143
MINN42,PRIOR,44.71666667,1.650469422,-93.41666667,46.36711053,1.666210033,272,2.434568904,5,0.698970004,6,0.77815125,0.040694444,-0.118148333,-0.65,0.145919339,23,265.0395257
MINN6,GULL,46.4617452,1.667095519,-94.33396077,45.44981643,1.657532133,360,2.556302501,30,1.477121255,2.1,0.322219295,-0.019242424,0.343293795,0.212406015,0.618787213,24,94.31884058
MINN7,ITASCA,47.21655361,1.674094284,-95.2019727,44.5818045,1.649157643,445,2.648360011,4,0.602059991,9.1,0.959041392,-0.014791666,-0.003478261,-0.090909091,0.691379496,27,128.1737892
ML01,LAKE VATTERN AT VISINGSO FERRY,58.33265875,1.765911772,14.489715,154.2734922,2.188291311,89,1.949390007,1886,3.275541688,38,1.579783597,-0.045972221,0.018888824,-1,0.322585608,22,1393.705628
NG1,LAKE BAIKAL,53.6631347,1.729676038,108.1884226,247.9721998,2.394402995,449,2.652246341,31967.85,4.504713429,738.7,2.868468099,0.011124031,0.109444,-0.148148148,0.001205878,107,190.7185682
PJD19,LONG POND,44.62886243,1.649615817,-76.54957869,63.23419851,1.800952018,178,2.250420002,0.53,-0.27572413,3.8,0.579783597,-0.033138888,-0.275899524,1.714285714,0.221535644,13,141.9358974
PJD2,BOSHKUNG,45.05,1.653694795,-78.75,61.0337772,1.785570248,307.5,2.48784512,7.164,0.855155577,23.3,1.367355921,-0.036166666,0.650494444,0.5,0.701134269,14,265.4120879
PJD27,SHABOMEKA,44.8937185,1.652185579,-77.13414811,62.64962909,1.796918504,273,2.436162647,2.56,0.408239965,10.7,1.029383778,-0.044503967,0.146019167,2.071428571,0.149860748,12,195.719697
PJD28,SIMCOE,44.3833,1.64721959,-79.6833,60.1004772,1.77887792,256,2.408239965,725,2.860338007,15,1.176091259,0.021973684,0.041875,-0.083333333,0.621261652,31,153.5827957
PJD7,DRC LAKES,45.22,1.655330558,-78.93,60.8537772,1.78428754,338.51,2.529571503,0.52,-0.283996656,8.8,0.944482672,0.033406338,0.172176131,-0.420168067,0.227011559,20,113.2078947
RA1,LAKE MUEGGELSEE,52.43696615,1.719637557,13.65000026,153.4337775,2.185920977,32.37,1.510142699,7.3,0.86332286,4.9,0.69019608,0.016770833,0.432555286,-1.083333333,0.59167167,17,1165.683824
RA2,NEHMITZSEE,53.13455519,1.725377049,12.98446345,152.7682407,2.184033077,59,1.770852012,1.7,0.230448921,6.4,0.806179974,0.012588384,0.254061444,-1.029411765,0.413431351,25,937.2933333
