lake,year_ice_off,value,metric
LAKE VESIJARVI (1462),1990,-0.204204125,ID
LAKE VESIJARVI (1462),1991,0.310087745,ID
LAKE VESIJARVI (1462),1992,0.066475807,ID
LAKE VESIJARVI (1462),1993,0.553699684,ID
LAKE VESIJARVI (1462),1994,0.743175636,ID
LAKE VESIJARVI (1462),1995,-0.150068139,ID
LAKE VESIJARVI (1462),1996,0.634903664,ID
LAKE VESIJARVI (1462),1997,-0.339544091,ID
LAKE VESIJARVI (1462),1998,0.120611793,ID
LAKE VESIJARVI (1462),1999,0.283019752,ID
LAKE VESIJARVI (1462),2000,-0.285408105,ID
OTSEGO,1950,-2.20723562,ID
OTSEGO,1951,-2.126031641,ID
OTSEGO,1952,-1.530535791,ID
OTSEGO,1953,-2.721527491,ID
OTSEGO,1954,-2.586187525,ID
OTSEGO,1955,-1.882419702,ID
OTSEGO,1956,-0.610224023,ID
OTSEGO,1957,-1.476399804,ID
OTSEGO,1958,-1.990691675,ID
OTSEGO,1959,-1.070379907,ID
OTSEGO,1960,-1.449331811,ID
OTSEGO,1961,-0.989175927,ID
OTSEGO,1962,-1.61173977,ID
OTSEGO,1963,-1.584671777,ID
OTSEGO,1964,-1.503467798,ID
OTSEGO,1965,-1.341059839,ID
OTSEGO,1966,-1.503467798,ID
OTSEGO,1967,-1.882419702,ID
OTSEGO,1968,-1.503467798,ID
OTSEGO,1969,-1.070379907,ID
OTSEGO,1970,-1.01624392,ID
OTSEGO,1971,-1.043311914,ID
OTSEGO,1972,-1.368127832,ID
OTSEGO,1973,-2.180167627,ID
OTSEGO,1974,-1.557603784,ID
OTSEGO,1975,-1.638807764,ID
OTSEGO,1976,-1.936555689,ID
OTSEGO,1977,-1.17865188,ID
OTSEGO,1978,-1.557603784,ID
OTSEGO,1979,-1.720011743,ID
OTSEGO,1980,-1.963623682,ID
OTSEGO,1981,-1.422263818,ID
OTSEGO,1982,-1.368127832,ID
OTSEGO,1983,-2.153099634,ID
OTSEGO,1984,-1.503467798,ID
OTSEGO,1985,-2.2884396,ID
OTSEGO,1986,-1.801215723,ID
OTSEGO,1987,-2.098963648,ID
OTSEGO,1988,-1.69294375,ID
OTSEGO,1989,-1.720011743,ID
OTSEGO,1990,-1.61173977,ID
OTSEGO,1991,-3.046343409,ID
OTSEGO,1992,-1.801215723,ID
OTSEGO,1993,-1.69294375,ID
OTSEGO,1994,-1.286923852,ID
OTSEGO,1995,-2.667391504,ID
OTSEGO,1996,-1.286923852,ID
OTSEGO,1997,-1.909487695,ID
OTSEGO,1998,-2.911003443,ID
OTSEGO,1999,-2.2884396,ID
OTSEGO,2000,-1.774147729,ID
LAKE BAIKAL,1950,-0.529020043,ID
LAKE BAIKAL,1951,-0.718495995,ID
LAKE BAIKAL,1952,-1.530535791,ID
LAKE BAIKAL,1953,-0.772631982,ID
LAKE BAIKAL,1954,-1.124515893,ID
LAKE BAIKAL,1955,-0.718495995,ID
LAKE BAIKAL,1956,-0.962107934,ID
LAKE BAIKAL,1957,-0.772631982,ID
LAKE BAIKAL,1958,-1.124515893,ID
LAKE BAIKAL,1959,-2.098963648,ID
LAKE BAIKAL,1960,-0.772631982,ID
LAKE BAIKAL,1961,-1.638807764,ID
LAKE BAIKAL,1962,-1.313991845,ID
LAKE BAIKAL,1963,-1.205719873,ID
LAKE BAIKAL,1964,-1.368127832,ID
LAKE BAIKAL,1965,-1.313991845,ID
LAKE BAIKAL,1966,-0.962107934,ID
LAKE BAIKAL,1967,-0.691428002,ID
LAKE BAIKAL,1968,-0.962107934,ID
LAKE BAIKAL,1969,-0.664360009,ID
LAKE BAIKAL,1970,-0.637292016,ID
LAKE BAIKAL,1971,-0.745563989,ID
LAKE BAIKAL,1972,-1.151583886,ID
LAKE BAIKAL,1973,-0.907971948,ID
LAKE BAIKAL,1974,-1.286923852,ID
LAKE BAIKAL,1975,-0.42074807,ID
LAKE BAIKAL,1976,-1.232787866,ID
LAKE BAIKAL,1977,-0.718495995,ID
LAKE BAIKAL,1978,-1.665875757,ID
LAKE BAIKAL,1979,-1.313991845,ID
LAKE BAIKAL,1980,-0.799699975,ID
LAKE BAIKAL,1981,-1.449331811,ID
LAKE BAIKAL,1982,-1.151583886,ID
LAKE BAIKAL,1983,-1.476399804,ID
LAKE BAIKAL,1984,-1.449331811,ID
LAKE BAIKAL,1985,-0.880903955,ID
LAKE BAIKAL,1986,-0.853835961,ID
LAKE BAIKAL,1987,-1.422263818,ID
LAKE BAIKAL,1988,-1.124515893,ID
LAKE BAIKAL,1989,-1.801215723,ID
LAKE BAIKAL,1990,-1.530535791,ID
LAKE BAIKAL,1991,-1.557603784,ID
LAKE BAIKAL,1992,-0.42074807,ID
LAKE BAIKAL,1993,-1.422263818,ID
LAKE BAIKAL,1994,-1.313991845,ID
LAKE BAIKAL,1995,-1.936555689,ID
LAKE BAIKAL,1996,-1.259855859,ID
LAKE BAIKAL,1997,-1.476399804,ID
LAKE BAIKAL,1998,-1.151583886,ID
LAKE BAIKAL,1999,-1.286923852,ID
LAKE BAIKAL,2000,-1.151583886,ID
LAKE KALLAVESI (4079),1950,-0.664360009,ID
LAKE KALLAVESI (4079),1951,-0.529020043,ID
LAKE KALLAVESI (4079),1952,0.255951759,ID
LAKE KALLAVESI (4079),1953,0.201815773,ID
LAKE KALLAVESI (4079),1954,-0.068864159,ID
LAKE KALLAVESI (4079),1955,0.661971657,ID
LAKE KALLAVESI (4079),1956,0.770243629,ID
LAKE KALLAVESI (4079),1957,1.095059548,ID
LAKE KALLAVESI (4079),1958,0.661971657,ID
LAKE KALLAVESI (4079),1959,0.039407814,ID
LAKE KALLAVESI (4079),1960,0.60783567,ID
LAKE KALLAVESI (4079),1961,0.661971657,ID
LAKE KALLAVESI (4079),1962,-0.014728173,ID
LAKE KALLAVESI (4079),1963,0.201815773,ID
LAKE KALLAVESI (4079),1964,0.147679786,ID
LAKE KALLAVESI (4079),1965,0.391291725,ID
LAKE KALLAVESI (4079),1966,0.770243629,ID
LAKE KALLAVESI (4079),1967,0.147679786,ID
LAKE KALLAVESI (4079),1968,0.01233982,ID
LAKE KALLAVESI (4079),1969,1.095059548,ID
LAKE KALLAVESI (4079),1970,0.364223732,ID
LAKE KALLAVESI (4079),1971,0.391291725,ID
LAKE KALLAVESI (4079),1972,0.905583595,ID
LAKE KALLAVESI (4079),1973,-0.285408105,ID
LAKE KALLAVESI (4079),1974,0.932651589,ID
LAKE KALLAVESI (4079),1975,-0.474884057,ID
LAKE KALLAVESI (4079),1976,0.283019752,ID
LAKE KALLAVESI (4079),1977,0.445427711,ID
LAKE KALLAVESI (4079),1978,0.60783567,ID
LAKE KALLAVESI (4079),1979,0.499563698,ID
LAKE KALLAVESI (4079),1980,0.0935438,ID
LAKE KALLAVESI (4079),1981,0.716107643,ID
LAKE KALLAVESI (4079),1982,0.039407814,ID
LAKE KALLAVESI (4079),1983,0.066475807,ID
LAKE KALLAVESI (4079),1984,0.391291725,ID
LAKE KALLAVESI (4079),1985,0.255951759,ID
LAKE KALLAVESI (4079),1986,0.418359718,ID
LAKE KALLAVESI (4079),1987,0.445427711,ID
LAKE KALLAVESI (4079),1988,0.770243629,ID
LAKE KALLAVESI (4079),1989,0.310087745,ID
LAKE KALLAVESI (4079),1990,-0.177136132,ID
LAKE KALLAVESI (4079),1991,0.661971657,ID
LAKE KALLAVESI (4079),1992,0.228883766,ID
LAKE KALLAVESI (4079),1993,0.472495704,ID
LAKE KALLAVESI (4079),1994,0.60783567,ID
LAKE KALLAVESI (4079),1995,0.60783567,ID
LAKE KALLAVESI (4079),1996,0.797311623,ID
LAKE KALLAVESI (4079),1997,0.147679786,ID
LAKE KALLAVESI (4079),1998,0.418359718,ID
LAKE KALLAVESI (4079),1999,0.147679786,ID
LAKE KALLAVESI (4079),2000,0.01233982,ID
OULUJARVI,1950,0.310087745,ID
OULUJARVI,1951,0.851447609,ID
OULUJARVI,1952,1.257467507,ID
OULUJARVI,1953,1.257467507,ID
OULUJARVI,1954,0.851447609,ID
OULUJARVI,1955,0.959719582,ID
OULUJARVI,1956,1.528147439,ID
OULUJARVI,1957,1.257467507,ID
OULUJARVI,1958,0.445427711,ID
OULUJARVI,1959,0.445427711,ID
OULUJARVI,1960,0.824379616,ID
OULUJARVI,1961,1.040923561,ID
OULUJARVI,1962,0.499563698,ID
OULUJARVI,1963,0.60783567,ID
OULUJARVI,1964,0.851447609,ID
OULUJARVI,1965,0.770243629,ID
OULUJARVI,1966,1.176263527,ID
OULUJARVI,1967,0.580767677,ID
OULUJARVI,1968,0.472495704,ID
OULUJARVI,1969,1.690555398,ID
OULUJARVI,1970,0.851447609,ID
OULUJARVI,1971,1.555215432,ID
OULUJARVI,1972,1.392807473,ID
OULUJARVI,1973,0.661971657,ID
OULUJARVI,1974,1.311603493,ID
OULUJARVI,1975,0.661971657,ID
OULUJARVI,1976,0.932651589,ID
OULUJARVI,1977,1.365739479,ID
OULUJARVI,1978,0.851447609,ID
OULUJARVI,1979,1.040923561,ID
OULUJARVI,1980,0.60783567,ID
OULUJARVI,1981,1.20333152,ID
OULUJARVI,1982,0.797311623,ID
OULUJARVI,1983,0.201815773,ID
OULUJARVI,1984,0.932651589,ID
OULUJARVI,1985,1.176263527,ID
OULUJARVI,1986,0.932651589,ID
OULUJARVI,1987,0.580767677,ID
OULUJARVI,1988,1.176263527,ID
OULUJARVI,1989,1.040923561,ID
OULUJARVI,1990,0.283019752,ID
OULUJARVI,1991,1.095059548,ID
OULUJARVI,1992,0.337155739,ID
OULUJARVI,1993,1.528147439,ID
OULUJARVI,1994,0.932651589,ID
OULUJARVI,1995,0.959719582,ID
OULUJARVI,1996,1.149195534,ID
OULUJARVI,1997,0.661971657,ID
OULUJARVI,1998,1.311603493,ID
OULUJARVI,1999,1.040923561,ID
OULUJARVI,2000,0.553699684,ID
LAKE MENDOTA,1950,-1.0974479,ID
LAKE MENDOTA,1951,-0.745563989,ID
LAKE MENDOTA,1952,-0.962107934,ID
LAKE MENDOTA,1953,-1.855351709,ID
LAKE MENDOTA,1954,-1.747079736,ID
LAKE MENDOTA,1955,-1.557603784,ID
LAKE MENDOTA,1956,-0.962107934,ID
LAKE MENDOTA,1957,-1.043311914,ID
LAKE MENDOTA,1958,-1.476399804,ID
LAKE MENDOTA,1959,-0.637292016,ID
LAKE MENDOTA,1960,-1.205719873,ID
LAKE MENDOTA,1961,-1.124515893,ID
LAKE MENDOTA,1962,-0.880903955,ID
LAKE MENDOTA,1963,-1.01624392,ID
LAKE MENDOTA,1964,-0.989175927,ID
LAKE MENDOTA,1965,-0.799699975,ID
LAKE MENDOTA,1966,-2.2884396,ID
LAKE MENDOTA,1967,-1.395195825,ID
LAKE MENDOTA,1968,-1.584671777,ID
LAKE MENDOTA,1969,-1.124515893,ID
LAKE MENDOTA,1970,-0.989175927,ID
LAKE MENDOTA,1971,-1.070379907,ID
LAKE MENDOTA,1972,-1.205719873,ID
LAKE MENDOTA,1973,-1.422263818,ID
LAKE MENDOTA,1974,-1.205719873,ID
LAKE MENDOTA,1975,-1.151583886,ID
LAKE MENDOTA,1976,-1.665875757,ID
LAKE MENDOTA,1977,-0.935039941,ID
LAKE MENDOTA,1978,-0.718495995,ID
LAKE MENDOTA,1979,-0.853835961,ID
LAKE MENDOTA,1980,-1.368127832,ID
LAKE MENDOTA,1981,-1.530535791,ID
LAKE MENDOTA,1982,-1.449331811,ID
LAKE MENDOTA,1983,-2.586187525,ID
LAKE MENDOTA,1984,-1.043311914,ID
LAKE MENDOTA,1985,-1.747079736,ID
LAKE MENDOTA,1986,-1.151583886,ID
LAKE MENDOTA,1987,-1.638807764,ID
LAKE MENDOTA,1988,-1.69294375,ID
LAKE MENDOTA,1989,-1.422263818,ID
LAKE MENDOTA,1990,-1.530535791,ID
LAKE MENDOTA,1991,-1.665875757,ID
LAKE MENDOTA,1992,-1.368127832,ID
LAKE MENDOTA,1993,-1.124515893,ID
LAKE MENDOTA,1994,-1.503467798,ID
LAKE MENDOTA,1995,-2.044827661,ID
LAKE MENDOTA,1996,-0.826767968,ID
LAKE MENDOTA,1997,-1.286923852,ID
LAKE MENDOTA,1998,-2.775663477,ID
LAKE MENDOTA,1999,-1.855351709,ID
LAKE MENDOTA,2000,-2.613255518,ID
LAKE MONONA,1950,-0.989175927,ID
LAKE MONONA,1951,-0.853835961,ID
LAKE MONONA,1952,-1.01624392,ID
LAKE MONONA,1953,-1.530535791,ID
LAKE MONONA,1954,-2.098963648,ID
LAKE MONONA,1955,-1.801215723,ID
LAKE MONONA,1956,-1.0974479,ID
LAKE MONONA,1957,-1.557603784,ID
LAKE MONONA,1958,-1.0974479,ID
LAKE MONONA,1959,-0.664360009,ID
LAKE MONONA,1960,-1.313991845,ID
LAKE MONONA,1961,-1.395195825,ID
LAKE MONONA,1962,-0.989175927,ID
LAKE MONONA,1963,-1.01624392,ID
LAKE MONONA,1964,-1.557603784,ID
LAKE MONONA,1965,-0.962107934,ID
LAKE MONONA,1966,-2.2884396,ID
LAKE MONONA,1967,-1.665875757,ID
LAKE MONONA,1968,-1.69294375,ID
LAKE MONONA,1969,-1.313991845,ID
LAKE MONONA,1970,-1.557603784,ID
LAKE MONONA,1971,-1.530535791,ID
LAKE MONONA,1972,-1.476399804,ID
LAKE MONONA,1973,-1.61173977,ID
LAKE MONONA,1974,-1.503467798,ID
LAKE MONONA,1975,-1.476399804,ID
LAKE MONONA,1976,-1.61173977,ID
LAKE MONONA,1977,-1.259855859,ID
LAKE MONONA,1978,-0.772631982,ID
LAKE MONONA,1979,-0.880903955,ID
LAKE MONONA,1980,-1.232787866,ID
LAKE MONONA,1981,-1.720011743,ID
LAKE MONONA,1982,-1.341059839,ID
LAKE MONONA,1983,-2.532051539,ID
LAKE MONONA,1984,-1.151583886,ID
LAKE MONONA,1985,-1.557603784,ID
LAKE MONONA,1986,-0.989175927,ID
LAKE MONONA,1987,-1.747079736,ID
LAKE MONONA,1988,-1.584671777,ID
LAKE MONONA,1989,-1.530535791,ID
LAKE MONONA,1990,-1.395195825,ID
LAKE MONONA,1991,-1.665875757,ID
LAKE MONONA,1992,-1.584671777,ID
LAKE MONONA,1993,-1.124515893,ID
LAKE MONONA,1994,-1.476399804,ID
LAKE MONONA,1995,-1.747079736,ID
LAKE MONONA,1996,-1.151583886,ID
LAKE MONONA,1997,-1.449331811,ID
LAKE MONONA,1998,-2.775663477,ID
LAKE MONONA,1999,-2.153099634,ID
LAKE MONONA,2000,-2.640323511,ID
INARI - NELLIM,1950,0.602272215,AirTEMP
INARI - NELLIM,1951,0.223308116,AirTEMP
INARI - NELLIM,1952,-0.293298605,AirTEMP
INARI - NELLIM,1953,0.956210385,AirTEMP
INARI - NELLIM,1954,0.893645557,AirTEMP
INARI - NELLIM,1955,-2.171137223,AirTEMP
INARI - NELLIM,1956,-1.915515212,AirTEMP
INARI - NELLIM,1957,0.658580561,AirTEMP
INARI - NELLIM,1958,-1.290760717,AirTEMP
INARI - NELLIM,1959,0.677350009,AirTEMP
INARI - NELLIM,1960,0.211688934,AirTEMP
INARI - NELLIM,1961,1.792791511,AirTEMP
INARI - NELLIM,1962,-0.363013699,AirTEMP
INARI - NELLIM,1963,-0.569477631,AirTEMP
INARI - NELLIM,1964,0.211688934,AirTEMP
INARI - NELLIM,1965,-0.486355788,AirTEMP
INARI - NELLIM,1966,-2.106784828,AirTEMP
INARI - NELLIM,1967,0.581715201,AirTEMP
INARI - NELLIM,1968,-1.159374579,AirTEMP
INARI - NELLIM,1969,-1.358688245,AirTEMP
INARI - NELLIM,1970,-0.42647231,AirTEMP
INARI - NELLIM,1971,-0.762534814,AirTEMP
INARI - NELLIM,1972,1.370032032,AirTEMP
INARI - NELLIM,1973,0.09817846,AirTEMP
INARI - NELLIM,1974,1.831224191,AirTEMP
INARI - NELLIM,1975,1.734695599,AirTEMP
INARI - NELLIM,1976,-1.645592669,AirTEMP
INARI - NELLIM,1977,-0.225371078,AirTEMP
INARI - NELLIM,1978,-1.83507472,AirTEMP
INARI - NELLIM,1979,-0.051083344,AirTEMP
INARI - NELLIM,1980,-0.757172114,AirTEMP
INARI - NELLIM,1981,-0.276316724,AirTEMP
INARI - NELLIM,1982,0.287660511,AirTEMP
INARI - NELLIM,1983,0.672881093,AirTEMP
INARI - NELLIM,1984,1.148373785,AirTEMP
INARI - NELLIM,1985,-2.305204711,AirTEMP
INARI - NELLIM,1986,-0.357651,AirTEMP
INARI - NELLIM,1987,-2.220295302,AirTEMP
INARI - NELLIM,1988,0.351119121,AirTEMP
INARI - NELLIM,1989,2.601665356,AirTEMP
INARI - NELLIM,1990,1.134967036,AirTEMP
INARI - NELLIM,1991,0.688075409,AirTEMP
INARI - NELLIM,1992,1.041119794,AirTEMP
INARI - NELLIM,1993,-0.216433246,AirTEMP
INARI - NELLIM,1994,0.015056618,AirTEMP
INARI - NELLIM,1995,1.134073253,AirTEMP
INARI - NELLIM,1996,0.144655189,AirTEMP
INARI - NELLIM,1997,0.44407258,AirTEMP
INARI - NELLIM,1998,-0.294192388,AirTEMP
INARI - NELLIM,1999,0.863256926,AirTEMP
INARI - NELLIM,2000,2.152092379,AirTEMP
ORSASJON,1950,0.36988857,AirTEMP
ORSASJON,1951,0.237608648,AirTEMP
ORSASJON,1952,-0.995812243,AirTEMP
ORSASJON,1953,1.302998287,AirTEMP
ORSASJON,1954,-0.303130221,AirTEMP
ORSASJON,1955,-0.758065897,AirTEMP
ORSASJON,1956,-1.665255901,AirTEMP
ORSASJON,1957,-0.146718151,AirTEMP
ORSASJON,1958,-1.052120588,AirTEMP
ORSASJON,1959,1.206469696,AirTEMP
ORSASJON,1960,-0.131523836,AirTEMP
ORSASJON,1961,1.085808957,AirTEMP
ORSASJON,1962,-0.971680096,AirTEMP
ORSASJON,1963,-0.767897513,AirTEMP
ORSASJON,1964,0.219732983,AirTEMP
ORSASJON,1965,-0.909115268,AirTEMP
ORSASJON,1966,-1.209426441,AirTEMP
ORSASJON,1967,0.368994786,AirTEMP
ORSASJON,1968,-0.51138172,AirTEMP
ORSASJON,1969,-0.461329857,AirTEMP
ORSASJON,1970,-1.257690736,AirTEMP
ORSASJON,1971,0.240289998,AirTEMP
ORSASJON,1972,0.714888906,AirTEMP
ORSASJON,1973,0.461948245,AirTEMP
ORSASJON,1974,1.117091371,AirTEMP
ORSASJON,1975,1.812454743,AirTEMP
ORSASJON,1976,-0.466692557,AirTEMP
ORSASJON,1977,-0.378208015,AirTEMP
ORSASJON,1978,-0.898389869,AirTEMP
ORSASJON,1979,-1.193338343,AirTEMP
ORSASJON,1980,-0.863532322,AirTEMP
ORSASJON,1981,-0.861744755,AirTEMP
ORSASJON,1982,0.357375604,AirTEMP
ORSASJON,1983,0.873088542,AirTEMP
ORSASJON,1984,0.697907024,AirTEMP
ORSASJON,1985,-2.374919805,AirTEMP
ORSASJON,1986,-0.837612607,AirTEMP
ORSASJON,1987,-2.132704544,AirTEMP
ORSASJON,1988,0.240289998,AirTEMP
ORSASJON,1989,1.632804308,AirTEMP
ORSASJON,1990,1.617609993,AirTEMP
ORSASJON,1991,0.593334383,AirTEMP
ORSASJON,1992,1.161780534,AirTEMP
ORSASJON,1993,-0.018907146,AirTEMP
ORSASJON,1994,0.436922314,AirTEMP
ORSASJON,1995,0.13929249,AirTEMP
ORSASJON,1996,-0.610591661,AirTEMP
ORSASJON,1997,0.999111981,AirTEMP
ORSASJON,1998,-0.051977127,AirTEMP
ORSASJON,1999,0.431559614,AirTEMP
ORSASJON,2000,1.42723416,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1950,0.634448413,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1951,0.134823574,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1952,-0.400552596,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1953,1.117091371,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1954,0.712207556,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1955,-1.905683597,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1956,-1.817199054,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1957,0.561158186,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1958,-1.311317732,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1959,0.765834551,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1960,0.148230323,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1961,1.724863984,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1962,-0.532832517,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1963,-0.463117424,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1964,0.167893555,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1965,-0.543557917,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1966,-1.948585193,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1967,0.454797979,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1968,-1.073571387,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1969,-1.218364274,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1970,-0.507806586,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1971,-0.630254892,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1972,1.285122622,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1973,0.122310608,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1974,1.768659363,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1975,1.728439117,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1976,-1.587496758,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1977,-0.335306419,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1978,-1.738546128,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1979,-0.127948704,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1980,-0.724995917,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1981,-0.405021512,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1982,0.253696747,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1983,0.673774877,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1984,1.036650877,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1985,-2.304310928,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1986,-0.411277994,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1987,-2.201525854,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1988,0.354694254,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1989,2.44882842,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1990,1.260096691,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1991,0.844487478,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1992,1.079552474,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1993,0.035613633,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1994,0.033826066,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1995,1.070614641,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1996,0.031144716,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1997,0.551326571,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1998,-0.218220811,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),1999,0.927609321,AirTEMP
YLA-KIVIJARVI - JURVALA (1488),2000,2.158348862,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1950,0.634448413,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1951,0.134823574,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1952,-0.400552596,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1953,1.117091371,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1954,0.712207556,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1955,-1.905683597,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1956,-1.817199054,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1957,0.561158186,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1958,-1.311317732,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1959,0.765834551,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1960,0.148230323,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1961,1.724863984,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1962,-0.532832517,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1963,-0.463117424,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1964,0.167893555,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1965,-0.543557917,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1966,-1.948585193,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1967,0.454797979,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1968,-1.073571387,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1969,-1.218364274,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1970,-0.507806586,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1971,-0.630254892,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1972,1.285122622,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1973,0.122310608,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1974,1.768659363,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1975,1.728439117,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1976,-1.587496758,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1977,-0.335306419,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1978,-1.738546128,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1979,-0.127948704,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1980,-0.724995917,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1981,-0.405021512,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1982,0.253696747,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1983,0.673774877,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1984,1.036650877,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1985,-2.304310928,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1986,-0.411277994,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1987,-2.201525854,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1988,0.354694254,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1989,2.44882842,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1990,1.260096691,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1991,0.844487478,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1992,1.079552474,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1993,0.035613633,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1994,0.033826066,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1995,1.070614641,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1996,0.031144716,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1997,0.551326571,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1998,-0.218220811,AirTEMP
HANKAVESI - RAUTALAMPI (1436),1999,0.927609321,AirTEMP
HANKAVESI - RAUTALAMPI (1436),2000,2.158348862,AirTEMP
LAKE NASIJARVI (3568),1950,0.634448413,AirTEMP
LAKE NASIJARVI (3568),1951,0.134823574,AirTEMP
LAKE NASIJARVI (3568),1952,-0.400552596,AirTEMP
LAKE NASIJARVI (3568),1953,1.117091371,AirTEMP
LAKE NASIJARVI (3568),1954,0.712207556,AirTEMP
LAKE NASIJARVI (3568),1955,-1.905683597,AirTEMP
LAKE NASIJARVI (3568),1956,-1.817199054,AirTEMP
LAKE NASIJARVI (3568),1957,0.561158186,AirTEMP
