lake,year_ice_off,value,metric
LESTIJARVI,1999,0.716107643,ID
LESTIJARVI,2000,0.553699684,ID
NACKTEN,1950,0.283019752,ID
NACKTEN,1951,0.0935438,ID
NACKTEN,1952,0.959719582,ID
NACKTEN,1953,-0.610224023,ID
NACKTEN,1954,-0.150068139,ID
NACKTEN,1955,1.149195534,ID
NACKTEN,1956,1.040923561,ID
NACKTEN,1957,0.661971657,ID
NACKTEN,1958,0.418359718,ID
NACKTEN,1959,-0.150068139,ID
NACKTEN,1960,0.255951759,ID
NACKTEN,1961,-0.014728173,ID
NACKTEN,1962,0.445427711,ID
NACKTEN,1963,0.770243629,ID
NACKTEN,1964,-0.285408105,ID
NACKTEN,1965,0.337155739,ID
NACKTEN,1966,0.770243629,ID
NACKTEN,1967,0.255951759,ID
NACKTEN,1968,0.17474778,ID
NACKTEN,1969,1.365739479,ID
NACKTEN,1970,0.824379616,ID
NACKTEN,1971,0.60783567,ID
NACKTEN,1972,0.743175636,ID
NACKTEN,1973,-0.231272118,ID
NACKTEN,1974,0.716107643,ID
NACKTEN,1975,0.201815773,ID
NACKTEN,1976,0.066475807,ID
NACKTEN,1977,0.201815773,ID
NACKTEN,1978,0.553699684,ID
NACKTEN,1979,0.60783567,ID
NACKTEN,1980,0.17474778,ID
NACKTEN,1981,0.743175636,ID
NACKTEN,1982,0.526631691,ID
NACKTEN,1983,0.228883766,ID
NACKTEN,1984,0.337155739,ID
NACKTEN,1985,0.17474778,ID
NACKTEN,1986,0.499563698,ID
NACKTEN,1987,0.283019752,ID
NACKTEN,1988,0.039407814,ID
NACKTEN,1989,0.391291725,ID
NACKTEN,1990,-0.285408105,ID
NACKTEN,1991,-0.150068139,ID
NACKTEN,1992,-0.258340111,ID
NACKTEN,1993,0.228883766,ID
NACKTEN,1994,0.472495704,ID
NACKTEN,1995,0.661971657,ID
NACKTEN,1996,0.661971657,ID
NACKTEN,1997,0.68903965,ID
NACKTEN,1998,0.201815773,ID
NACKTEN,1999,0.337155739,ID
NACKTEN,2000,-0.014728173,ID
VISUVESI,1950,-0.095932152,ID
VISUVESI,1951,-0.58315603,ID
VISUVESI,1952,0.039407814,ID
VISUVESI,1953,0.824379616,ID
VISUVESI,1954,-0.231272118,ID
VISUVESI,1955,0.391291725,ID
VISUVESI,1956,0.472495704,ID
VISUVESI,1957,1.067991554,ID
VISUVESI,1958,0.580767677,ID
VISUVESI,1959,-0.095932152,ID
VISUVESI,1960,0.120611793,ID
VISUVESI,1961,0.418359718,ID
VISUVESI,1962,0.120611793,ID
VISUVESI,1963,-0.150068139,ID
VISUVESI,1964,0.499563698,ID
VISUVESI,1965,0.255951759,ID
VISUVESI,1966,0.851447609,ID
VISUVESI,1967,0.526631691,ID
VISUVESI,1968,-0.204204125,ID
VISUVESI,1969,0.878515602,ID
VISUVESI,1970,0.418359718,ID
VISUVESI,1971,0.283019752,ID
VISUVESI,1972,0.851447609,ID
VISUVESI,1973,-0.393680077,ID
VISUVESI,1974,0.716107643,ID
VISUVESI,1975,-0.691428002,ID
VISUVESI,1976,0.17474778,ID
VISUVESI,1977,0.364223732,ID
VISUVESI,1978,0.418359718,ID
VISUVESI,1979,0.418359718,ID
VISUVESI,1980,-0.123000145,ID
VISUVESI,1981,0.60783567,ID
VISUVESI,1982,-0.095932152,ID
VISUVESI,1983,-0.231272118,ID
VISUVESI,1984,0.472495704,ID
VISUVESI,1985,0.228883766,ID
VISUVESI,1986,0.283019752,ID
VISUVESI,1987,-0.041796166,ID
VISUVESI,1988,0.526631691,ID
VISUVESI,1989,0.228883766,ID
VISUVESI,1990,-0.014728173,ID
VISUVESI,1991,0.310087745,ID
VISUVESI,1992,-0.312476098,ID
VISUVESI,1993,0.337155739,ID
VISUVESI,1994,0.60783567,ID
VISUVESI,1995,-0.150068139,ID
VISUVESI,1996,0.445427711,ID
VISUVESI,1997,-0.068864159,ID
VISUVESI,1998,0.228883766,ID
VISUVESI,1999,0.228883766,ID
VISUVESI,2000,-0.095932152,ID
WEST OKOBOJI LAKE,1950,-0.664360009,ID
WEST OKOBOJI LAKE,1951,-0.123000145,ID
WEST OKOBOJI LAKE,1952,-0.529020043,ID
WEST OKOBOJI LAKE,1953,-0.745563989,ID
WEST OKOBOJI LAKE,1954,-0.962107934,ID
WEST OKOBOJI LAKE,1955,-1.341059839,ID
WEST OKOBOJI LAKE,1956,-0.231272118,ID
WEST OKOBOJI LAKE,1957,-0.691428002,ID
WEST OKOBOJI LAKE,1958,-0.907971948,ID
WEST OKOBOJI LAKE,1959,-0.610224023,ID
WEST OKOBOJI LAKE,1960,-0.312476098,ID
WEST OKOBOJI LAKE,1961,-0.880903955,ID
WEST OKOBOJI LAKE,1962,-0.556088036,ID
WEST OKOBOJI LAKE,1963,-1.0974479,ID
WEST OKOBOJI LAKE,1964,-0.853835961,ID
WEST OKOBOJI LAKE,1965,-0.258340111,ID
WEST OKOBOJI LAKE,1966,-1.774147729,ID
WEST OKOBOJI LAKE,1967,-1.720011743,ID
WEST OKOBOJI LAKE,1968,-1.449331811,ID
WEST OKOBOJI LAKE,1969,-0.664360009,ID
WEST OKOBOJI LAKE,1970,-0.718495995,ID
WEST OKOBOJI LAKE,1971,-0.907971948,ID
WEST OKOBOJI LAKE,1972,-1.151583886,ID
WEST OKOBOJI LAKE,1973,-1.070379907,ID
WEST OKOBOJI LAKE,1974,-1.043311914,ID
WEST OKOBOJI LAKE,1975,-0.610224023,ID
WEST OKOBOJI LAKE,1976,-1.286923852,ID
WEST OKOBOJI LAKE,1977,-0.799699975,ID
WEST OKOBOJI LAKE,1978,-0.853835961,ID
WEST OKOBOJI LAKE,1979,-0.285408105,ID
WEST OKOBOJI LAKE,1980,-0.745563989,ID
WEST OKOBOJI LAKE,1981,-1.476399804,ID
WEST OKOBOJI LAKE,1982,-1.205719873,ID
WEST OKOBOJI LAKE,1983,-0.664360009,ID
WEST OKOBOJI LAKE,1984,-0.447816064,ID
WEST OKOBOJI LAKE,1985,-1.205719873,ID
WEST OKOBOJI LAKE,1986,-0.772631982,ID
WEST OKOBOJI LAKE,1987,-1.584671777,ID
WEST OKOBOJI LAKE,1988,-1.422263818,ID
WEST OKOBOJI LAKE,1989,-0.907971948,ID
WEST OKOBOJI LAKE,1990,-1.070379907,ID
WEST OKOBOJI LAKE,1991,-1.232787866,ID
WEST OKOBOJI LAKE,1992,-0.853835961,ID
WEST OKOBOJI LAKE,1993,-0.799699975,ID
WEST OKOBOJI LAKE,1994,-0.880903955,ID
WEST OKOBOJI LAKE,1995,-1.368127832,ID
WEST OKOBOJI LAKE,1996,-0.610224023,ID
WEST OKOBOJI LAKE,1997,-0.853835961,ID
WEST OKOBOJI LAKE,1998,-1.476399804,ID
WEST OKOBOJI LAKE,1999,-1.530535791,ID
WEST OKOBOJI LAKE,2000,-1.963623682,ID
EAST OKOBOJI LAKE,1950,-0.529020043,ID
EAST OKOBOJI LAKE,1951,0.201815773,ID
EAST OKOBOJI LAKE,1952,-0.58315603,ID
EAST OKOBOJI LAKE,1953,-0.745563989,ID
EAST OKOBOJI LAKE,1954,-0.610224023,ID
EAST OKOBOJI LAKE,1955,-0.962107934,ID
EAST OKOBOJI LAKE,1956,0.039407814,ID
EAST OKOBOJI LAKE,1957,-0.474884057,ID
EAST OKOBOJI LAKE,1958,-0.907971948,ID
EAST OKOBOJI LAKE,1959,-0.529020043,ID
EAST OKOBOJI LAKE,1960,0.01233982,ID
EAST OKOBOJI LAKE,1961,-0.664360009,ID
EAST OKOBOJI LAKE,1962,-0.42074807,ID
EAST OKOBOJI LAKE,1963,-1.01624392,ID
EAST OKOBOJI LAKE,1964,-0.718495995,ID
EAST OKOBOJI LAKE,1965,-0.150068139,ID
EAST OKOBOJI LAKE,1966,-1.070379907,ID
EAST OKOBOJI LAKE,1967,-1.0974479,ID
EAST OKOBOJI LAKE,1968,-1.01624392,ID
EAST OKOBOJI LAKE,1969,-0.529020043,ID
EAST OKOBOJI LAKE,1970,-0.123000145,ID
EAST OKOBOJI LAKE,1971,-0.312476098,ID
EAST OKOBOJI LAKE,1972,-0.556088036,ID
EAST OKOBOJI LAKE,1973,-1.070379907,ID
EAST OKOBOJI LAKE,1974,-0.880903955,ID
EAST OKOBOJI LAKE,1975,-0.204204125,ID
EAST OKOBOJI LAKE,1976,-0.935039941,ID
EAST OKOBOJI LAKE,1977,-0.853835961,ID
EAST OKOBOJI LAKE,1978,-0.474884057,ID
EAST OKOBOJI LAKE,1979,0.066475807,ID
EAST OKOBOJI LAKE,1980,-0.58315603,ID
EAST OKOBOJI LAKE,1981,-1.313991845,ID
EAST OKOBOJI LAKE,1982,-0.799699975,ID
EAST OKOBOJI LAKE,1983,-0.745563989,ID
EAST OKOBOJI LAKE,1984,-0.258340111,ID
EAST OKOBOJI LAKE,1985,-0.962107934,ID
EAST OKOBOJI LAKE,1986,-0.474884057,ID
EAST OKOBOJI LAKE,1987,-0.935039941,ID
EAST OKOBOJI LAKE,1988,-0.989175927,ID
EAST OKOBOJI LAKE,1989,-0.637292016,ID
EAST OKOBOJI LAKE,1990,-0.880903955,ID
EAST OKOBOJI LAKE,1991,-0.826767968,ID
EAST OKOBOJI LAKE,1992,-0.123000145,ID
EAST OKOBOJI LAKE,1993,-0.312476098,ID
EAST OKOBOJI LAKE,1994,-0.58315603,ID
EAST OKOBOJI LAKE,1995,-1.232787866,ID
EAST OKOBOJI LAKE,1996,-0.339544091,ID
EAST OKOBOJI LAKE,1997,-0.50195205,ID
EAST OKOBOJI LAKE,1998,-1.395195825,ID
EAST OKOBOJI LAKE,1999,-1.476399804,ID
EAST OKOBOJI LAKE,2000,-1.855351709,ID
ALA-KINTAUS (1449),1950,0.0935438,ID
ALA-KINTAUS (1449),1951,0.553699684,ID
ALA-KINTAUS (1449),1952,0.661971657,ID
ALA-KINTAUS (1449),1953,0.959719582,ID
ALA-KINTAUS (1449),1954,-0.123000145,ID
ALA-KINTAUS (1449),1955,0.986787575,ID
ALA-KINTAUS (1449),1956,0.68903965,ID
ALA-KINTAUS (1449),1957,1.176263527,ID
ALA-KINTAUS (1449),1958,0.60783567,ID
ALA-KINTAUS (1449),1959,0.17474778,ID
ALA-KINTAUS (1449),1960,0.553699684,ID
ALA-KINTAUS (1449),1961,0.553699684,ID
ALA-KINTAUS (1449),1962,0.391291725,ID
ALA-KINTAUS (1449),1963,0.228883766,ID
ALA-KINTAUS (1449),1964,0.526631691,ID
ALA-KINTAUS (1449),1965,0.391291725,ID
ALA-KINTAUS (1449),1966,0.905583595,ID
ALA-KINTAUS (1449),1967,0.716107643,ID
ALA-KINTAUS (1449),1968,0.01233982,ID
ALA-KINTAUS (1449),1969,1.20333152,ID
ALA-KINTAUS (1449),1970,0.526631691,ID
ALA-KINTAUS (1449),1971,0.986787575,ID
ALA-KINTAUS (1449),1972,0.959719582,ID
ALA-KINTAUS (1449),1973,-0.285408105,ID
ALA-KINTAUS (1449),1974,0.851447609,ID
ALA-KINTAUS (1449),1975,0.201815773,ID
ALA-KINTAUS (1449),1976,0.716107643,ID
ALA-KINTAUS (1449),1977,1.095059548,ID
ALA-KINTAUS (1449),1978,0.553699684,ID
ALA-KINTAUS (1449),1979,0.472495704,ID
ALA-KINTAUS (1449),1980,0.905583595,ID
ALA-KINTAUS (1449),1981,1.040923561,ID
ALA-KINTAUS (1449),1982,0.364223732,ID
ALA-KINTAUS (1449),1983,-0.123000145,ID
ALA-KINTAUS (1449),1984,0.499563698,ID
ALA-KINTAUS (1449),1985,0.661971657,ID
ALA-KINTAUS (1449),1986,0.526631691,ID
ALA-KINTAUS (1449),1987,0.310087745,ID
ALA-KINTAUS (1449),1988,0.851447609,ID
ALA-KINTAUS (1449),1989,0.905583595,ID
ALA-KINTAUS (1449),1990,0.228883766,ID
ALA-KINTAUS (1449),1991,0.60783567,ID
ALA-KINTAUS (1449),1992,0.17474778,ID
ALA-KINTAUS (1449),1993,1.149195534,ID
ALA-KINTAUS (1449),1994,0.716107643,ID
ALA-KINTAUS (1449),1995,1.013855568,ID
ALA-KINTAUS (1449),1996,0.797311623,ID
ALA-KINTAUS (1449),1997,0.120611793,ID
ALA-KINTAUS (1449),1998,0.986787575,ID
ALA-KINTAUS (1449),1999,0.580767677,ID
ALA-KINTAUS (1449),2000,0.364223732,ID
ALA-RIEVELI (1468),1950,-0.853835961,ID
ALA-RIEVELI (1468),1951,-0.610224023,ID
ALA-RIEVELI (1468),1952,-0.041796166,ID
ALA-RIEVELI (1468),1953,0.310087745,ID
ALA-RIEVELI (1468),1954,-0.123000145,ID
ALA-RIEVELI (1468),1955,0.310087745,ID
ALA-RIEVELI (1468),1956,0.553699684,ID
ALA-RIEVELI (1468),1957,0.959719582,ID
ALA-RIEVELI (1468),1958,0.445427711,ID
ALA-RIEVELI (1468),1959,-0.041796166,ID
ALA-RIEVELI (1468),1960,0.201815773,ID
ALA-RIEVELI (1468),1961,0.391291725,ID
ALA-RIEVELI (1468),1962,-0.393680077,ID
ALA-RIEVELI (1468),1963,-0.150068139,ID
ALA-RIEVELI (1468),1964,0.526631691,ID
ALA-RIEVELI (1468),1965,0.039407814,ID
ALA-RIEVELI (1468),1966,0.553699684,ID
ALA-RIEVELI (1468),1967,-0.42074807,ID
ALA-RIEVELI (1468),1968,-0.285408105,ID
ALA-RIEVELI (1468),1969,0.851447609,ID
ALA-RIEVELI (1468),1970,0.201815773,ID
ALA-RIEVELI (1468),1971,0.310087745,ID
ALA-RIEVELI (1468),1972,0.661971657,ID
ALA-RIEVELI (1468),1973,-0.610224023,ID
ALA-RIEVELI (1468),1974,0.797311623,ID
ALA-RIEVELI (1468),1975,-0.745563989,ID
ALA-RIEVELI (1468),1976,0.418359718,ID
ALA-RIEVELI (1468),1977,-0.231272118,ID
ALA-RIEVELI (1468),1978,0.283019752,ID
ALA-RIEVELI (1468),1979,0.201815773,ID
ALA-RIEVELI (1468),1980,-0.150068139,ID
ALA-RIEVELI (1468),1981,0.634903664,ID
ALA-RIEVELI (1468),1982,-0.068864159,ID
ALA-RIEVELI (1468),1983,-0.258340111,ID
ALA-RIEVELI (1468),1984,0.364223732,ID
ALA-RIEVELI (1468),1985,-0.041796166,ID
ALA-RIEVELI (1468),1986,0.283019752,ID
ALA-RIEVELI (1468),1987,0.01233982,ID
ALA-RIEVELI (1468),1988,0.418359718,ID
ALA-RIEVELI (1468),1989,0.201815773,ID
ALA-RIEVELI (1468),1990,-0.123000145,ID
ALA-RIEVELI (1468),1991,0.391291725,ID
ALA-RIEVELI (1468),1992,0.039407814,ID
ALA-RIEVELI (1468),1993,0.310087745,ID
ALA-RIEVELI (1468),1994,0.445427711,ID
ALA-RIEVELI (1468),1995,0.364223732,ID
ALA-RIEVELI (1468),1996,0.526631691,ID
ALA-RIEVELI (1468),1997,-0.150068139,ID
ALA-RIEVELI (1468),1998,0.120611793,ID
ALA-RIEVELI (1468),1999,0.255951759,ID
ALA-RIEVELI (1468),2000,-0.258340111,ID
DETROIT,1950,0.661971657,ID
DETROIT,1951,0.580767677,ID
DETROIT,1952,0.634903664,ID
DETROIT,1953,-0.068864159,ID
DETROIT,1954,-0.150068139,ID
DETROIT,1955,-0.339544091,ID
DETROIT,1956,0.743175636,ID
DETROIT,1957,-0.014728173,ID
DETROIT,1958,-0.258340111,ID
DETROIT,1959,0.310087745,ID
DETROIT,1960,0.418359718,ID
DETROIT,1961,-0.231272118,ID
DETROIT,1962,0.310087745,ID
DETROIT,1963,-0.610224023,ID
DETROIT,1964,-0.068864159,ID
DETROIT,1965,0.147679786,ID
DETROIT,1966,0.283019752,ID
DETROIT,1967,0.201815773,ID
DETROIT,1968,-0.285408105,ID
DETROIT,1969,-0.366612084,ID
DETROIT,1970,0.310087745,ID
DETROIT,1971,-0.014728173,ID
DETROIT,1972,0.310087745,ID
DETROIT,1973,-0.366612084,ID
DETROIT,1974,-0.014728173,ID
DETROIT,1975,0.283019752,ID
DETROIT,1976,-0.258340111,ID
DETROIT,1977,0.147679786,ID
DETROIT,1978,0.283019752,ID
DETROIT,1979,0.526631691,ID
DETROIT,1980,-0.177136132,ID
DETROIT,1981,-0.447816064,ID
DETROIT,1982,-0.258340111,ID
DETROIT,1983,-0.123000145,ID
DETROIT,1984,-0.285408105,ID
DETROIT,1985,-0.014728173,ID
DETROIT,1986,-0.068864159,ID
DETROIT,1987,-0.041796166,ID
DETROIT,1988,-0.204204125,ID
DETROIT,1989,0.147679786,ID
DETROIT,1990,0.039407814,ID
DETROIT,1991,-0.366612084,ID
DETROIT,1992,0.228883766,ID
DETROIT,1993,-0.150068139,ID
DETROIT,1994,0.310087745,ID
DETROIT,1995,-0.123000145,ID
DETROIT,1996,0.716107643,ID
DETROIT,1997,0.472495704,ID
DETROIT,1998,-0.366612084,ID
DETROIT,1999,-0.610224023,ID
DETROIT,2000,-1.0974479,ID
SIMPELEJARVI,1950,-0.718495995,ID
SIMPELEJARVI,1951,-0.58315603,ID
SIMPELEJARVI,1952,-0.014728173,ID
SIMPELEJARVI,1953,0.147679786,ID
SIMPELEJARVI,1954,-0.231272118,ID
SIMPELEJARVI,1955,-0.231272118,ID
SIMPELEJARVI,1956,0.661971657,ID
SIMPELEJARVI,1957,1.149195534,ID
SIMPELEJARVI,1958,0.526631691,ID
SIMPELEJARVI,1959,0.120611793,ID
SIMPELEJARVI,1960,0.283019752,ID
SIMPELEJARVI,1961,0.553699684,ID
SIMPELEJARVI,1962,-0.339544091,ID
SIMPELEJARVI,1963,0.147679786,ID
SIMPELEJARVI,1964,0.580767677,ID
SIMPELEJARVI,1965,0.634903664,ID
SIMPELEJARVI,1966,0.905583595,ID
SIMPELEJARVI,1967,0.039407814,ID
SIMPELEJARVI,1968,0.147679786,ID
SIMPELEJARVI,1969,0.959719582,ID
SIMPELEJARVI,1970,0.255951759,ID
SIMPELEJARVI,1971,0.986787575,ID
SIMPELEJARVI,1972,0.932651589,ID
SIMPELEJARVI,1973,-0.610224023,ID
SIMPELEJARVI,1974,0.878515602,ID
SIMPELEJARVI,1975,-0.366612084,ID
SIMPELEJARVI,1976,0.634903664,ID
SIMPELEJARVI,1977,-0.258340111,ID
SIMPELEJARVI,1978,0.526631691,ID
SIMPELEJARVI,1979,0.499563698,ID
SIMPELEJARVI,1980,0.201815773,ID
SIMPELEJARVI,1981,1.176263527,ID
SIMPELEJARVI,1982,0.228883766,ID
SIMPELEJARVI,1983,-0.231272118,ID
SIMPELEJARVI,1984,0.553699684,ID
SIMPELEJARVI,1985,0.60783567,ID
SIMPELEJARVI,1986,0.499563698,ID
SIMPELEJARVI,1987,0.0935438,ID
SIMPELEJARVI,1988,0.716107643,ID
SIMPELEJARVI,1989,0.553699684,ID
SIMPELEJARVI,1990,-0.068864159,ID
SIMPELEJARVI,1991,0.68903965,ID
SIMPELEJARVI,1992,0.17474778,ID
SIMPELEJARVI,1993,0.661971657,ID
SIMPELEJARVI,1994,0.445427711,ID
SIMPELEJARVI,1995,0.797311623,ID
SIMPELEJARVI,1996,0.905583595,ID
SIMPELEJARVI,1997,-0.150068139,ID
SIMPELEJARVI,1998,0.986787575,ID
SIMPELEJARVI,1999,0.553699684,ID
SIMPELEJARVI,2000,0.364223732,ID
AHTARINJARVI,1950,-0.041796166,ID
AHTARINJARVI,1951,0.255951759,ID
AHTARINJARVI,1952,0.553699684,ID
AHTARINJARVI,1953,0.824379616,ID
AHTARINJARVI,1954,0.526631691,ID
AHTARINJARVI,1955,1.067991554,ID
AHTARINJARVI,1956,0.60783567,ID
AHTARINJARVI,1957,1.095059548,ID
AHTARINJARVI,1958,0.634903664,ID
AHTARINJARVI,1959,0.147679786,ID
AHTARINJARVI,1960,0.499563698,ID
AHTARINJARVI,1961,0.472495704,ID
AHTARINJARVI,1962,0.337155739,ID
AHTARINJARVI,1963,0.255951759,ID
AHTARINJARVI,1964,0.526631691,ID
AHTARINJARVI,1965,0.445427711,ID
AHTARINJARVI,1966,0.932651589,ID
AHTARINJARVI,1967,0.770243629,ID
AHTARINJARVI,1968,-0.014728173,ID
AHTARINJARVI,1969,1.419875466,ID
AHTARINJARVI,1970,0.553699684,ID
AHTARINJARVI,1971,1.2845355,ID
AHTARINJARVI,1972,0.986787575,ID
AHTARINJARVI,1973,-0.095932152,ID
AHTARINJARVI,1974,0.905583595,ID
AHTARINJARVI,1975,0.418359718,ID
AHTARINJARVI,1976,0.743175636,ID
AHTARINJARVI,1977,0.743175636,ID
AHTARINJARVI,1978,0.60783567,ID
AHTARINJARVI,1979,0.661971657,ID
AHTARINJARVI,1980,0.17474778,ID
AHTARINJARVI,1981,1.392807473,ID
AHTARINJARVI,1982,0.770243629,ID
AHTARINJARVI,1983,-0.068864159,ID
AHTARINJARVI,1984,0.60783567,ID
AHTARINJARVI,1985,0.851447609,ID
AHTARINJARVI,1986,0.634903664,ID
AHTARINJARVI,1987,0.418359718,ID
AHTARINJARVI,1988,0.959719582,ID
AHTARINJARVI,1989,0.878515602,ID
AHTARINJARVI,1990,0.0935438,ID
AHTARINJARVI,1991,0.60783567,ID
AHTARINJARVI,1992,0.120611793,ID
AHTARINJARVI,1993,1.2845355,ID
AHTARINJARVI,1994,0.68903965,ID
AHTARINJARVI,1995,1.040923561,ID
AHTARINJARVI,1996,1.013855568,ID
AHTARINJARVI,1997,0.147679786,ID
AHTARINJARVI,1998,1.040923561,ID
AHTARINJARVI,1999,0.553699684,ID
AHTARINJARVI,2000,0.445427711,ID
MIRROR,1950,0.039407814,ID
MIRROR,1951,-0.474884057,ID
MIRROR,1952,-0.258340111,ID
MIRROR,1953,-0.556088036,ID
MIRROR,1954,-0.664360009,ID
MIRROR,1955,-0.393680077,ID
MIRROR,1956,0.283019752,ID
MIRROR,1957,-0.231272118,ID
MIRROR,1958,-0.150068139,ID
MIRROR,1959,-0.095932152,ID
MIRROR,1960,-0.150068139,ID
MIRROR,1961,-0.014728173,ID
MIRROR,1962,-0.068864159,ID
MIRROR,1963,0.066475807,ID
MIRROR,1964,-0.285408105,ID
MIRROR,1965,-0.068864159,ID
MIRROR,1966,0.039407814,ID
MIRROR,1967,-0.556088036,ID
MIRROR,1968,-0.474884057,ID
MIRROR,1969,-0.041796166,ID
MIRROR,1970,0.0935438,ID
MIRROR,1971,0.17474778,ID
MIRROR,1972,0.310087745,ID
MIRROR,1973,-0.177136132,ID
MIRROR,1974,-0.393680077,ID
MIRROR,1975,0.283019752,ID
MIRROR,1976,-0.799699975,ID
MIRROR,1977,-0.258340111,ID
MIRROR,1978,0.147679786,ID
MIRROR,1979,-0.150068139,ID
MIRROR,1980,-0.58315603,ID
MIRROR,1981,-0.150068139,ID
MIRROR,1982,-0.068864159,ID
MIRROR,1983,-0.718495995,ID
MIRROR,1984,-0.095932152,ID
MIRROR,1985,-0.366612084,ID
MIRROR,1986,-0.718495995,ID
MIRROR,1987,-0.339544091,ID
MIRROR,1988,-0.664360009,ID
MIRROR,1989,-0.258340111,ID
MIRROR,1990,-0.177136132,ID
MIRROR,1991,-0.718495995,ID
MIRROR,1992,-0.258340111,ID
MIRROR,1993,-0.177136132,ID
MIRROR,1994,-0.041796166,ID
MIRROR,1995,-0.880903955,ID
MIRROR,1996,0.147679786,ID
MIRROR,1997,-0.474884057,ID
MIRROR,1998,-0.366612084,ID
MIRROR,1999,-0.935039941,ID
MIRROR,2000,-0.691428002,ID
JUKKASJARVI,1950,1.852963357,ID
JUKKASJARVI,1951,2.150711282,ID
JUKKASJARVI,1952,1.501079445,ID
JUKKASJARVI,1953,1.852963357,ID
JUKKASJARVI,1954,1.392807473,ID
JUKKASJARVI,1955,2.286051248,ID
JUKKASJARVI,1956,2.177779275,ID
JUKKASJARVI,1957,2.150711282,ID
JUKKASJARVI,1958,2.502595193,ID
JUKKASJARVI,1959,1.501079445,ID
JUKKASJARVI,1960,1.528147439,ID
JUKKASJARVI,1961,2.015371316,ID
JUKKASJARVI,1962,1.446943459,ID
JUKKASJARVI,1963,1.365739479,ID
JUKKASJARVI,1964,1.934167336,ID
JUKKASJARVI,1965,1.852963357,ID
JUKKASJARVI,1966,1.392807473,ID
JUKKASJARVI,1967,2.286051248,ID
JUKKASJARVI,1968,2.231915261,ID
JUKKASJARVI,1969,2.583799173,ID
JUKKASJARVI,1970,1.907099343,ID
JUKKASJARVI,1971,1.988303323,ID
JUKKASJARVI,1972,2.367255227,ID
JUKKASJARVI,1973,2.177779275,ID
JUKKASJARVI,1974,2.204847268,ID
JUKKASJARVI,1975,1.419875466,ID
JUKKASJARVI,1976,1.609351418,ID
JUKKASJARVI,1977,1.744691384,ID
JUKKASJARVI,1978,1.392807473,ID
JUKKASJARVI,1979,1.555215432,ID
JUKKASJARVI,1980,1.20333152,ID
JUKKASJARVI,1981,2.069507302,ID
JUKKASJARVI,1982,1.582283425,ID
JUKKASJARVI,1983,1.744691384,ID
JUKKASJARVI,1984,1.663487404,ID
JUKKASJARVI,1985,2.123643288,ID
JUKKASJARVI,1986,1.582283425,ID
JUKKASJARVI,1987,1.690555398,ID
JUKKASJARVI,1988,1.555215432,ID
JUKKASJARVI,1989,1.636419411,ID
JUKKASJARVI,1990,1.907099343,ID
JUKKASJARVI,1991,1.501079445,ID
JUKKASJARVI,1992,1.501079445,ID
JUKKASJARVI,1993,1.934167336,ID
JUKKASJARVI,1994,2.286051248,ID
JUKKASJARVI,1995,1.907099343,ID
JUKKASJARVI,1996,2.123643288,ID
JUKKASJARVI,1997,1.771759377,ID
JUKKASJARVI,1998,2.177779275,ID
JUKKASJARVI,1999,1.744691384,ID
JUKKASJARVI,2000,1.20333152,ID
LAKE VESIJARVI (1462),1950,-0.799699975,ID
LAKE VESIJARVI (1462),1951,-0.58315603,ID
LAKE VESIJARVI (1462),1952,0.01233982,ID
LAKE VESIJARVI (1462),1953,0.337155739,ID
LAKE VESIJARVI (1462),1954,-0.204204125,ID
LAKE VESIJARVI (1462),1955,-0.150068139,ID
LAKE VESIJARVI (1462),1956,0.634903664,ID
LAKE VESIJARVI (1462),1957,1.013855568,ID
LAKE VESIJARVI (1462),1958,0.147679786,ID
LAKE VESIJARVI (1462),1959,-0.068864159,ID
LAKE VESIJARVI (1462),1960,0.039407814,ID
LAKE VESIJARVI (1462),1961,0.337155739,ID
LAKE VESIJARVI (1462),1962,-0.312476098,ID
LAKE VESIJARVI (1462),1963,0.310087745,ID
LAKE VESIJARVI (1462),1964,0.580767677,ID
LAKE VESIJARVI (1462),1965,0.147679786,ID
LAKE VESIJARVI (1462),1966,0.851447609,ID
LAKE VESIJARVI (1462),1967,-0.285408105,ID
LAKE VESIJARVI (1462),1968,-0.258340111,ID
LAKE VESIJARVI (1462),1969,0.878515602,ID
LAKE VESIJARVI (1462),1970,0.255951759,ID
LAKE VESIJARVI (1462),1971,0.255951759,ID
LAKE VESIJARVI (1462),1972,0.716107643,ID
LAKE VESIJARVI (1462),1973,-0.664360009,ID
LAKE VESIJARVI (1462),1974,0.716107643,ID
LAKE VESIJARVI (1462),1975,-0.718495995,ID
LAKE VESIJARVI (1462),1976,0.120611793,ID
LAKE VESIJARVI (1462),1977,-0.177136132,ID
LAKE VESIJARVI (1462),1978,0.039407814,ID
LAKE VESIJARVI (1462),1979,0.17474778,ID
LAKE VESIJARVI (1462),1980,-0.150068139,ID
LAKE VESIJARVI (1462),1981,0.661971657,ID
LAKE VESIJARVI (1462),1982,0.01233982,ID
LAKE VESIJARVI (1462),1983,-0.150068139,ID
LAKE VESIJARVI (1462),1984,0.391291725,ID
LAKE VESIJARVI (1462),1985,-0.123000145,ID
LAKE VESIJARVI (1462),1986,0.310087745,ID
LAKE VESIJARVI (1462),1987,-0.095932152,ID
LAKE VESIJARVI (1462),1988,0.418359718,ID
LAKE VESIJARVI (1462),1989,0.17474778,ID
